Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2014-RE1945036-41791,1/06/2021,7/06/2021,Standard Class,Consumer,LATAM,Office Supplies,$126.21,Low
MX-2014-RE1945036-41791,1/06/2021,7/06/2021,Standard Class,Consumer,LATAM,Furniture,$29.76,Low
US-2014-CM1265536-41791,1/06/2021,3/06/2021,Second Class,Home Office,LATAM,Furniture,$680.85,High
MX-2014-RE1945036-41791,1/06/2021,7/06/2021,Standard Class,Consumer,LATAM,Office Supplies,$6.91,Low
MX-2014-RE1945036-41791,1/06/2021,7/06/2021,Standard Class,Consumer,LATAM,Office Supplies,$49.70,Low
US-2014-CM1265536-41791,1/06/2021,3/06/2021,Second Class,Home Office,LATAM,Furniture,$119.57,High
MX-2014-RE1945036-41791,1/06/2021,7/06/2021,Standard Class,Consumer,LATAM,Technology,"$2,375.30",Low
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Technology,$32.74,Medium
US-2014-BE1141055-41791,1/06/2021,5/06/2021,Standard Class,Consumer,LATAM,Office Supplies,$22.61,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$20.52,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$27.22,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$33.34,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$86.02,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Technology,$80.95,Medium
US-2014-KB1658555-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$15.73,Medium
MX-2014-GR1456082-41791,1/06/2021,6/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$22.32,Medium
MX-2014-DP1310582-41791,1/06/2021,6/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$73.68,Medium
CA-2014-BP11290140-41791,1/06/2021,5/06/2021,Standard Class,Consumer,USCA,Furniture,$191.08,High
CA-2014-BP11290140-41791,1/06/2021,5/06/2021,Standard Class,Consumer,USCA,Office Supplies,$10.37,High
CA-2014-BP11290140-41791,1/06/2021,5/06/2021,Standard Class,Consumer,USCA,Office Supplies,$18.50,High
CA-2014-BP11290140-41791,1/06/2021,5/06/2021,Standard Class,Consumer,USCA,Furniture,$32.06,High
CA-2014-NM18520140-41791,1/06/2021,7/06/2021,Standard Class,Consumer,USCA,Office Supplies,$7.15,Medium
CA-2014-NM18520140-41791,1/06/2021,7/06/2021,Standard Class,Consumer,USCA,Technology,$179.70,Medium
MX-2014-TS2120518-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Furniture,$825.22,Medium
MX-2014-TS2120518-41791,1/06/2021,5/06/2021,Standard Class,Corporate,LATAM,Office Supplies,$19.24,Medium
EZ-2014-DK337532-41791,1/06/2021,8/06/2021,Standard Class,Consumer,Europe,Furniture,$180.12,Low
IT-2014-SJ20500104-41791,1/06/2021,5/06/2021,Standard Class,Consumer,Europe,Office Supplies,$54.36,Medium
ES-2014-EA14035139-41791,1/06/2021,7/06/2021,Standard Class,Corporate,Europe,Office Supplies,$179.17,Medium
IT-2014-SJ20500104-41791,1/06/2021,5/06/2021,Standard Class,Consumer,Europe,Office Supplies,$74.34,Medium
ES-2014-EA14035139-41791,1/06/2021,7/06/2021,Standard Class,Corporate,Europe,Technology,$737.59,Medium
ES-2014-EA14035139-41791,1/06/2021,7/06/2021,Standard Class,Corporate,Europe,Office Supplies,$55.46,Medium
IN-2014-BD1162027-41791,1/06/2021,3/06/2021,Second Class,Consumer,Asia Pacific,Office Supplies,$30.96,High
ID-2014-BD116207-41791,1/06/2021,5/06/2021,Standard Class,Consumer,Asia Pacific,Technology,$79.88,Medium
IN-2014-BD1162027-41791,1/06/2021,3/06/2021,Second Class,Consumer,Asia Pacific,Office Supplies,$151.65,High
ES-2014-EA14035139-41791,1/06/2021,7/06/2021,Standard Class,Corporate,Europe,Office Supplies,$78.57,Medium
ID-2014-BD116207-41791,1/06/2021,5/06/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$24.93,Medium
IN-2014-BD1162027-41791,1/06/2021,3/06/2021,Second Class,Consumer,Asia Pacific,Office Supplies,$46.26,High
IN-2014-NF183857-41791,1/06/2021,4/06/2021,Second Class,Consumer,Asia Pacific,Furniture,$793.21,Medium
SU-2014-JD6015122-41791,1/06/2021,3/06/2021,First Class,Consumer,Africa,Office Supplies,$28.62,Medium
EG-2014-CC210038-41791,1/06/2021,6/06/2021,Second Class,Home Office,Africa,Office Supplies,$31.44,Medium
EG-2014-SF1096538-41791,1/06/2021,3/06/2021,First Class,Corporate,Africa,Office Supplies,$102.72,Critical
SU-2014-JD6015122-41791,1/06/2021,3/06/2021,First Class,Consumer,Africa,Technology,$264.90,Medium
SF-2014-NC8535117-41791,1/06/2021,7/06/2021,Standard Class,Corporate,Africa,Technology,$285.36,Medium
MX-2014-CP12085143-41792,2/06/2021,4/06/2021,Second Class,Corporate,LATAM,Office Supplies,$83.52,Medium
ES-2014-DB1361548-41792,2/06/2021,5/06/2021,Second Class,Consumer,Europe,Office Supplies,$15.12,Critical
ES-2014-JM1526545-41792,2/06/2021,6/06/2021,Standard Class,Corporate,Europe,Office Supplies,$134.70,Medium
ES-2014-CC1214548-41792,2/06/2021,8/06/2021,Standard Class,Consumer,Europe,Technology,$636.06,Medium
ID-2014-DR1294092-41792,2/06/2021,7/06/2021,Standard Class,Home Office,Asia Pacific,Office Supplies,$31.10,Medium
