Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
US-2013-JF1541582-41306,1/02/2020,8/02/2020,Standard Class,Consumer,LATAM,Furniture,122.892,Medium
ES-2013-RK1930045-41306,1/02/2020,6/02/2020,Second Class,Consumer,Europe,Office Supplies,97.578,Medium
ES-2013-JB1600045-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Europe,Office Supplies,298.44,High
ES-2013-JH1582048-41306,1/02/2020,4/02/2020,First Class,Consumer,Europe,Technology,965.16,High
ES-2013-JH1582048-41306,1/02/2020,4/02/2020,First Class,Consumer,Europe,Technology,3263.4,High
ES-2013-JB1600045-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Europe,Office Supplies,108,High
ES-2013-JB1600045-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Europe,Furniture,256.392,High
ES-2013-JF1556548-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Europe,Technology,1779.12,High
IN-2013-DM133457-41306,1/02/2020,6/02/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,41.58,High
IN-2013-DM133457-41306,1/02/2020,3/02/2020,First Class,Corporate,Asia Pacific,Office Supplies,162.864,High
IN-2013-SV2036527-41306,1/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,244.8,Medium
IN-2013-SV2036527-41306,1/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,1184.94,Medium
IR-2013-DW319560-41306,1/02/2020,6/02/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,14.64,Medium
ID-2013-DE132557-41306,1/02/2020,7/02/2020,Standard Class,Home Office,Asia Pacific,Furniture,985.11,Medium
IN-2013-SV2036527-41306,1/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,773.28,Medium
IN-2013-SV2036527-41306,1/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Technology,1109.16,Medium
NI-2013-NG835595-41306,1/02/2020,3/02/2020,Second Class,Corporate,Africa,Office Supplies,11.52,High
CM-2013-SC1009522-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Africa,Furniture,47.19,Medium
CM-2013-SC1009522-41306,1/02/2020,5/02/2020,Standard Class,Consumer,Africa,Furniture,146.76,Medium
MX-2013-PK1907539-41307,2/02/2020,6/02/2020,Standard Class,Consumer,LATAM,Office Supplies,245.56,High
MX-2013-EB1370582-41307,2/02/2020,7/02/2020,Standard Class,Corporate,LATAM,Furniture,73.536,Medium
MX-2013-EB1370582-41307,2/02/2020,7/02/2020,Standard Class,Corporate,LATAM,Office Supplies,24.6,Medium
CA-2013-AA10375140-41307,2/02/2020,4/02/2020,First Class,Consumer,USCA,Furniture,28.4,Critical
CA-2013-AA10375140-41307,2/02/2020,4/02/2020,First Class,Consumer,USCA,Technology,149.97,Critical
CA-2013-PW19030140-41307,2/02/2020,6/02/2020,Standard Class,Corporate,USCA,Furniture,90.882,High
US-2013-AD101805-41307,2/02/2020,5/02/2020,Second Class,Home Office,LATAM,Office Supplies,3.804,Medium
ES-2013-AB1016548-41307,2/02/2020,6/02/2020,Standard Class,Consumer,Europe,Office Supplies,61.32,High
ES-2013-ML1739545-41307,2/02/2020,6/02/2020,Standard Class,Corporate,Europe,Office Supplies,56.16,High
CA-2013-FO14305140-41307,2/02/2020,6/02/2020,Standard Class,Consumer,USCA,Office Supplies,74.52,High
US-2013-PO1886555-41308,3/02/2020,9/02/2020,Standard Class,Consumer,LATAM,Furniture,7.044,Low
MX-2013-CC1210082-41308,3/02/2020,7/02/2020,Second Class,Home Office,LATAM,Furniture,381.76,Medium
MX-2013-CC1210082-41308,3/02/2020,7/02/2020,Second Class,Home Office,LATAM,Technology,598.68024,Medium
IT-2013-AG1033064-41308,3/02/2020,5/02/2020,Second Class,Consumer,Europe,Technology,58.536,High
IT-2013-AG1033064-41308,3/02/2020,5/02/2020,Second Class,Consumer,Europe,Technology,53.838,High
IN-2013-EB1384092-41308,3/02/2020,7/02/2020,Standard Class,Corporate,Asia Pacific,Technology,379.38,High
IN-2013-EM1381058-41308,3/02/2020,7/02/2020,Second Class,Corporate,Asia Pacific,Furniture,3076.5,Medium
IN-2013-SC2009559-41308,3/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,104.463,High
IN-2013-SC2009559-41308,3/02/2020,7/02/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,221.112,High
IN-2013-EB1397592-41308,3/02/2020,6/02/2020,First Class,Corporate,Asia Pacific,Technology,94.896,Medium
CA-2013-NG835523-41309,4/02/2020,4/02/2020,Same Day,Corporate,USCA,Office Supplies,13.65,High
CA-2013-NG835523-41309,4/02/2020,4/02/2020,Same Day,Corporate,USCA,Office Supplies,128.43,High
CA-2013-NG835523-41309,4/02/2020,4/02/2020,Same Day,Corporate,USCA,Office Supplies,55.86,High
CA-2013-NG835523-41309,4/02/2020,4/02/2020,Same Day,Corporate,USCA,Office Supplies,198.9,High
CA-2013-TS21655140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Technology,18.528,Low
CA-2013-TS21655140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Office Supplies,670.752,Low
CA-2013-TS21655140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Office Supplies,2.934,Low
CA-2013-IL15100140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Furniture,283.92,Low
CA-2013-IL15100140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Furniture,1268.82,Low
CA-2013-IL15100140-41310,5/02/2020,12/02/2020,Standard Class,Consumer,USCA,Office Supplies,5.68,Low
US-2013-JK15370143-41310,5/02/2020,7/02/2020,First Class,Consumer,LATAM,Office Supplies,216.888,Critical
ES-2013-AH1058564-41310,5/02/2020,9/02/2020,Standard Class,Consumer,Europe,Office Supplies,246.3,High
US-2013-JK15370143-41310,5/02/2020,7/02/2020,First Class,Consumer,LATAM,Technology,100.8,Critical
US-2013-JK15370143-41310,5/02/2020,7/02/2020,First Class,Consumer,LATAM,Office Supplies,59.184,Critical
ES-2013-JL15505120-41310,5/02/2020,7/02/2020,Second Class,Consumer,Europe,Office Supplies,111.84,Medium
