Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
US-2013-NM18520140-41609,1/12/2020,2/12/2020,Same Day,Consumer,USCA,Furniture,6.688,Medium
CA-2013-MA17560140-41609,1/12/2020,5/12/2020,Standard Class,Home Office,USCA,Office Supplies,18.54,High
CA-2013-MA17560140-41609,1/12/2020,5/12/2020,Standard Class,Home Office,USCA,Office Supplies,3.64,High
CA-2013-MA17560140-41609,1/12/2020,5/12/2020,Standard Class,Home Office,USCA,Office Supplies,19.44,High
ES-2013-CD1192045-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Europe,Furniture,650.97,Medium
ES-2013-CD1192045-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Europe,Office Supplies,693.198,Medium
ES-2013-CD1192045-41609,1/12/2020,5/12/2020,Standard Class,Consumer,Europe,Technology,903.006,High
ES-2013-CD1192045-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Europe,Office Supplies,38.4,Medium
ES-2013-CD1192045-41609,1/12/2020,5/12/2020,Standard Class,Consumer,Europe,Office Supplies,50.28,High
ES-2013-JK15625139-41609,1/12/2020,5/12/2020,Standard Class,Consumer,Europe,Office Supplies,231.6,High
US-2013-PM18940143-41609,1/12/2020,6/12/2020,Standard Class,Consumer,LATAM,Office Supplies,18.684,Medium
US-2013-PM18940143-41609,1/12/2020,6/12/2020,Standard Class,Consumer,LATAM,Technology,757.8454,Medium
ES-2013-CD1192045-41609,1/12/2020,5/12/2020,Standard Class,Consumer,Europe,Office Supplies,6.48,High
US-2013-KD16495140-41609,1/12/2020,7/12/2020,Standard Class,Corporate,USCA,Office Supplies,63.96,Medium
US-2013-KD16495140-41609,1/12/2020,7/12/2020,Standard Class,Corporate,USCA,Office Supplies,61.68,Medium
IN-2013-TD20995130-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,21.2742,Medium
ID-2013-SH2039599-41609,1/12/2020,2/12/2020,First Class,Consumer,Asia Pacific,Office Supplies,7.26,High
IN-2013-TD20995130-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Technology,108.7881,Medium
IN-2013-CS1246058-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,336.63,Medium
IN-2013-CS1246058-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,203.22,Medium
IN-2013-LP1709558-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Technology,344.16,Medium
ES-2013-CD1192045-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Europe,Office Supplies,12.78,Medium
ES-2013-CD1192045-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Europe,Office Supplies,42.57,Medium
ES-2013-SJ2050045-41609,1/12/2020,5/12/2020,Standard Class,Consumer,Europe,Office Supplies,511.92,High
IN-2013-TD20995130-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Furniture,316.8492,Medium
IN-2013-CS1246058-41609,1/12/2020,7/12/2020,Standard Class,Consumer,Asia Pacific,Technology,2673.81,Medium
ID-2013-VP2173092-41609,1/12/2020,6/12/2020,Standard Class,Home Office,Asia Pacific,Technology,513.108,Medium
US-2013-TZ2144582-41610,2/12/2020,6/12/2020,Standard Class,Corporate,LATAM,Furniture,30.348,High
US-2013-TZ2144582-41610,2/12/2020,6/12/2020,Standard Class,Corporate,LATAM,Office Supplies,30.78,High
MX-2013-FO1430582-41610,2/12/2020,6/12/2020,Standard Class,Consumer,LATAM,Office Supplies,40.38,High
US-2013-TZ2144582-41610,2/12/2020,6/12/2020,Standard Class,Corporate,LATAM,Office Supplies,84.06,High
US-2013-TZ2144582-41610,2/12/2020,6/12/2020,Standard Class,Corporate,LATAM,Office Supplies,96.78,High
