Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2015-CS1250531-42278,1/10/2022,6/10/2022,Second Class,Consumer,LATAM,Office Supplies,$117.32,Medium
MX-2015-EL1373536-42278,1/10/2022,6/10/2022,Standard Class,Home Office,LATAM,Office Supplies,$70.08,High
MX-2015-EL1373536-42278,1/10/2022,6/10/2022,Standard Class,Home Office,LATAM,Office Supplies,$49.97,High
MX-2015-BF1100539-42278,1/10/2022,8/10/2022,Standard Class,Home Office,LATAM,Technology,$350.38,Medium
MX-2015-JE1574555-42278,1/10/2022,4/10/2022,First Class,Consumer,LATAM,Technology,$113.81,Critical
MX-2015-JE1574555-42278,1/10/2022,4/10/2022,First Class,Consumer,LATAM,Technology,$284.11,Critical
MX-2015-JE1574555-42278,1/10/2022,4/10/2022,First Class,Consumer,LATAM,Technology,$204.91,Critical
US-2015-JF1529598-42278,1/10/2022,5/10/2022,Standard Class,Consumer,LATAM,Furniture,$96.42,Medium
US-2015-SC20050140-42278,1/10/2022,7/10/2022,Standard Class,Home Office,USCA,Office Supplies,$11.65,Medium
CA-2015-CC12475140-42278,1/10/2022,3/10/2022,Second Class,Consumer,USCA,Office Supplies,$164.88,High
US-2015-BF10975140-42278,1/10/2022,3/10/2022,First Class,Corporate,USCA,Office Supplies,$20.66,High
IT-2015-MM1792091-42278,1/10/2022,6/10/2022,Standard Class,Consumer,Europe,Furniture,$83.34,Medium
IT-2015-SG20470104-42278,1/10/2022,6/10/2022,Standard Class,Consumer,Europe,Technology,$143.22,Medium
RS-2015-MB8085108-42278,1/10/2022,4/10/2022,Second Class,Consumer,Europe,Furniture,$174.12,High
IN-2015-AJ1094558-42278,1/10/2022,4/10/2022,First Class,Consumer,Asia Pacific,Furniture,$510.57,Medium
IN-2015-JL1523558-42278,1/10/2022,3/10/2022,Second Class,Consumer,Asia Pacific,Office Supplies,$52.80,Medium
IN-2015-BP112307-42278,1/10/2022,5/10/2022,Standard Class,Consumer,Asia Pacific,Office Supplies,$147.99,Medium
IN-2015-MC17575130-42278,1/10/2022,6/10/2022,Standard Class,Consumer,Asia Pacific,Technology,$277.72,Medium
IN-2015-SV2078527-42278,1/10/2022,7/10/2022,Standard Class,Consumer,Asia Pacific,Technology,$247.32,Medium
