Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2013-MS178305-41487,1/08/2020,3/08/2020,Second Class,Consumer,LATAM,Technology,255.168,Critical
MX-2013-MS178305-41487,1/08/2020,3/08/2020,Second Class,Consumer,LATAM,Office Supplies,6.69,Critical
MX-2013-MS178305-41487,1/08/2020,3/08/2020,Second Class,Consumer,LATAM,Office Supplies,13.032,Critical
ES-2013-DL1331564-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Technology,144.48,Medium
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,31.92,High
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,178.605,High
ES-2013-AJ1094548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,208.332,Medium
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Technology,223.47,High
ES-2013-RC1996048-41487,1/08/2020,7/08/2020,Standard Class,Consumer,Europe,Office Supplies,462.348,Medium
ES-2013-EB13840139-41487,1/08/2020,6/08/2020,Second Class,Corporate,Europe,Office Supplies,43.56,Medium
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,18.12,High
ES-2013-DL1331564-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Furniture,131.85,Medium
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,104.247,High
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,118.71,High
ES-2013-EB1393045-41487,1/08/2020,3/08/2020,First Class,Consumer,Europe,Technology,1639.089,Medium
ES-2013-AJ1094548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,47.52,Medium
ES-2013-DL1331564-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,33.96,Medium
ES-2013-GH1442548-41487,1/08/2020,5/08/2020,Standard Class,Consumer,Europe,Office Supplies,53.28,High
ES-2013-EB1393045-41487,1/08/2020,3/08/2020,First Class,Consumer,Europe,Office Supplies,153.81,Medium
