Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
CA-2013-RR952523-41579,1/11/2020,5/11/2020,Standard Class,Corporate,USCA,Furniture,108.66,High
MX-2013-LH1675036-41579,1/11/2020,5/11/2020,Standard Class,Consumer,LATAM,Office Supplies,151.52,Medium
US-2013-BM1178555-41579,1/11/2020,6/11/2020,Second Class,Consumer,LATAM,Office Supplies,6.792,Medium
US-2013-DW1358555-41579,1/11/2020,6/11/2020,Standard Class,Corporate,LATAM,Office Supplies,44.1,Medium
US-2013-EM1382555-41579,1/11/2020,3/11/2020,Second Class,Corporate,LATAM,Technology,190.8816,High
MX-2013-PT1909082-41579,1/11/2020,3/11/2020,First Class,Consumer,LATAM,Office Supplies,50.12,High
MX-2013-PT1909082-41579,1/11/2020,3/11/2020,First Class,Consumer,LATAM,Technology,323.79112,High
MX-2013-ON1871593-41579,1/11/2020,5/11/2020,Standard Class,Corporate,LATAM,Furniture,22.8,Medium
MX-2013-ON1871593-41579,1/11/2020,5/11/2020,Standard Class,Corporate,LATAM,Office Supplies,114.8,Medium
MX-2013-ON1871593-41579,1/11/2020,5/11/2020,Standard Class,Corporate,LATAM,Office Supplies,50.82,Medium
CA-2013-VD21670140-41579,1/11/2020,5/11/2020,Standard Class,Consumer,USCA,Furniture,259.7,Medium
CA-2013-QJ19255140-41579,1/11/2020,6/11/2020,Standard Class,Corporate,USCA,Technology,4.95,Medium
CA-2013-JH16180140-41579,1/11/2020,3/11/2020,Second Class,Consumer,USCA,Furniture,327.564,High
CA-2013-VM21685140-41579,1/11/2020,3/11/2020,First Class,Home Office,USCA,Technology,35.36,Critical
CA-2013-VD21670140-41579,1/11/2020,5/11/2020,Standard Class,Consumer,USCA,Office Supplies,13.52,Medium
CA-2013-VD21670140-41579,1/11/2020,5/11/2020,Standard Class,Consumer,USCA,Technology,1399.93,Medium
CA-2013-VM21685140-41579,1/11/2020,3/11/2020,First Class,Home Office,USCA,Office Supplies,3.168,Critical
CA-2013-VD21670140-41579,1/11/2020,5/11/2020,Standard Class,Consumer,USCA,Technology,42.95,Medium
CA-2013-VD21670140-41579,1/11/2020,5/11/2020,Standard Class,Consumer,USCA,Technology,503.96,Medium
