Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
CA-2014-MG820523-41760,1/05/2021,3/05/2021,First Class,Corporate,USCA,Office Supplies,$15.12,Medium
CA-2014-LS694523-41760,1/05/2021,4/05/2021,First Class,Corporate,USCA,Technology,$81.69,Critical
CA-2014-LS694523-41760,1/05/2021,4/05/2021,First Class,Corporate,USCA,Office Supplies,$111.84,Critical
US-2014-RH1949536-41760,1/05/2021,1/05/2021,Same Day,Consumer,LATAM,Office Supplies,$145.54,Critical
US-2014-RH1949536-41760,1/05/2021,1/05/2021,Same Day,Consumer,LATAM,Furniture,$503.66,Critical
US-2014-RH1949536-41760,1/05/2021,1/05/2021,Same Day,Consumer,LATAM,Office Supplies,$66.62,Critical
MX-2014-RH1949582-41760,1/05/2021,2/05/2021,First Class,Consumer,LATAM,Office Supplies,$100.44,Medium
US-2014-BF11170140-41760,1/05/2021,6/05/2021,Standard Class,Home Office,USCA,Furniture,$22.61,Medium
CA-2014-JL15835140-41760,1/05/2021,5/05/2021,Standard Class,Consumer,USCA,Office Supplies,$7.71,Medium
US-2014-CY127455-41760,1/05/2021,2/05/2021,First Class,Corporate,LATAM,Office Supplies,$32.45,Medium
US-2014-CY127455-41760,1/05/2021,2/05/2021,First Class,Corporate,LATAM,Office Supplies,$97.02,Medium
IT-2014-TC2129591-41760,1/05/2021,3/05/2021,Second Class,Consumer,Europe,Office Supplies,$636.30,High
ES-2014-JM15655139-41760,1/05/2021,5/05/2021,Standard Class,Corporate,Europe,Office Supplies,$25.11,Medium
ES-2014-JF1519064-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Europe,Office Supplies,$163.62,High
ES-2014-JF1519064-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Europe,Office Supplies,$205.80,High
IT-2014-TC2129591-41760,1/05/2021,3/05/2021,Second Class,Consumer,Europe,Office Supplies,$543.09,High
ID-2014-KH16690130-41760,1/05/2021,6/05/2021,Standard Class,Home Office,USCA,Office Supplies,$23.25,Medium
IN-2014-ZC2191058-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$80.10,Medium
ID-2014-JS1603059-41760,1/05/2021,4/05/2021,Second Class,Consumer,Asia Pacific,Furniture,"$1,242.59",Critical
IN-2014-ZC2191058-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$89.94,Medium
IN-2014-BD1132027-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Asia Pacific,Furniture,$31.74,High
IN-2014-BD1132027-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$31.14,High
IN-2014-ZC2191058-41760,1/05/2021,5/05/2021,Standard Class,Consumer,Asia Pacific,Technology,"$1,236.96",Medium
