Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2015-MH1729036-42217,1/08/2022,7/08/2022,Standard Class,Home Office,LATAM,Office Supplies,$29.20,Medium
MX-2015-MH1729036-42217,1/08/2022,7/08/2022,Standard Class,Home Office,LATAM,Technology,$660.08,Medium
MX-2015-MH1729036-42217,1/08/2022,7/08/2022,Standard Class,Home Office,LATAM,Office Supplies,$44.74,Medium
MX-2015-DS1303036-42217,1/08/2022,8/08/2022,Standard Class,Home Office,LATAM,Office Supplies,$14.75,Low
MX-2015-MH1729036-42217,1/08/2022,7/08/2022,Standard Class,Home Office,LATAM,Technology,$364.48,Medium
MX-2015-NC1853555-42217,1/08/2022,5/08/2022,Standard Class,Corporate,LATAM,Office Supplies,$12.01,High
MX-2015-NC1853555-42217,1/08/2022,5/08/2022,Standard Class,Corporate,LATAM,Technology,$15.32,High
MX-2015-AF1088582-42217,1/08/2022,7/08/2022,Standard Class,Consumer,LATAM,Office Supplies,$98.64,Medium
MX-2015-AF1088582-42217,1/08/2022,7/08/2022,Standard Class,Consumer,LATAM,Office Supplies,$513.60,Medium
MX-2015-AF1088582-42217,1/08/2022,7/08/2022,Standard Class,Consumer,LATAM,Furniture,$487.62,Medium
US-2015-LS17200140-42217,1/08/2022,6/08/2022,Standard Class,Corporate,USCA,Office Supplies,$155.88,Medium
US-2015-LS17200140-42217,1/08/2022,6/08/2022,Standard Class,Corporate,USCA,Office Supplies,$17.52,Medium
CA-2015-KW16435140-42217,1/08/2022,1/08/2022,Same Day,Consumer,USCA,Technology,$36.79,Critical
CA-2015-LB16795140-42217,1/08/2022,5/08/2022,Standard Class,Home Office,USCA,Office Supplies,$11.01,Medium
CA-2015-EA14035140-42217,1/08/2022,6/08/2022,Standard Class,Corporate,USCA,Office Supplies,$54.82,Medium
CA-2015-LB16795140-42217,1/08/2022,5/08/2022,Standard Class,Home Office,USCA,Office Supplies,$849.95,Medium
CA-2015-GM14680140-42217,1/08/2022,6/08/2022,Standard Class,Consumer,USCA,Technology,$285.58,Medium
PL-2015-BD1725103-42217,1/08/2022,8/08/2022,Standard Class,Consumer,Europe,Office Supplies,$17.01,Low
PL-2015-BD1725103-42217,1/08/2022,8/08/2022,Standard Class,Consumer,Europe,Office Supplies,$74.76,Low
ES-2015-CM1223548-42217,1/08/2022,6/08/2022,Standard Class,Consumer,Europe,Office Supplies,$130.56,High
ES-2015-JF15295139-42217,1/08/2022,6/08/2022,Second Class,Consumer,Europe,Furniture,$148.51,Medium
CA-2015-LB16795140-42217,1/08/2022,5/08/2022,Standard Class,Home Office,USCA,Office Supplies,$11.54,Medium
MX-2015-DK1298518-42217,1/08/2022,2/08/2022,First Class,Consumer,LATAM,Office Supplies,$72.00,High
MX-2015-DK1298518-42217,1/08/2022,2/08/2022,First Class,Consumer,LATAM,Technology,$865.90,High
MX-2015-DK1298518-42217,1/08/2022,2/08/2022,First Class,Consumer,LATAM,Office Supplies,$123.90,High
ES-2015-AM1036045-42217,1/08/2022,6/08/2022,Standard Class,Corporate,Europe,Office Supplies,$46.44,Medium
PL-2015-BD1725103-42217,1/08/2022,8/08/2022,Standard Class,Consumer,Europe,Office Supplies,$18.93,Low
IT-2015-CJ12010124-42217,1/08/2022,1/08/2022,Same Day,Consumer,Europe,Office Supplies,$28.88,Medium
ID-2015-SS2059059-42217,1/08/2022,5/08/2022,Second Class,Consumer,Asia Pacific,Office Supplies,$12.62,Medium
IN-2015-AS102857-42217,1/08/2022,5/08/2022,Standard Class,Home Office,USCA,Office Supplies,$76.03,Medium
IR-2015-AR57060-42217,1/08/2022,3/08/2022,Second Class,Consumer,Asia Pacific,Technology,$512.70,Critical
ID-2015-SG2089059-42217,1/08/2022,6/08/2022,Standard Class,Home Office,USCA,Technology,$32.75,Medium
IN-2015-EB1370578-42217,1/08/2022,5/08/2022,Second Class,Home Office,USCA,Technology,$92.70,Medium
IN-2015-EB1370578-42217,1/08/2022,5/08/2022,Second Class,Home Office,USCA,Technology,$87.84,Medium
IN-2015-EB1370578-42217,1/08/2022,5/08/2022,Second Class,Home Office,USCA,Furniture,$168.21,Medium
IN-2015-CM119357-42217,1/08/2022,7/08/2022,Standard Class,Consumer,Asia Pacific,Office Supplies,$371.70,Medium
CA-2015-EH14125140-42217,1/08/2022,5/08/2022,Standard Class,Home Office,USCA,Technology,$41.42,Medium
IN-2015-GM144551-42217,1/08/2022,5/08/2022,Standard Class,Home Office,Asia Pacific,Office Supplies,$45.36,Medium
IN-2015-NP183257-42217,1/08/2022,4/08/2022,First Class,Consumer,Asia Pacific,Office Supplies,$19.71,Critical
IN-2015-EH1412592-42217,1/08/2022,2/08/2022,First Class,Home Office,Asia Pacific,Furniture,$366.84,Medium
ID-2015-SG2089059-42217,1/08/2022,6/08/2022,Standard Class,Home Office,USCA,Technology,"$2,172.08",Medium
IN-2015-GM144551-42217,1/08/2022,5/08/2022,Standard Class,Home Office,Asia Pacific,Furniture,"$2,070.15",Medium
ES-2015-JF15295139-42217,1/08/2022,6/08/2022,Second Class,Consumer,Europe,Office Supplies,$8.34,Medium
MA-2015-NG843077-42217,1/08/2022,5/08/2022,Second Class,Consumer,Africa,Office Supplies,$6.00,Medium
AG-2015-MO78003-42217,1/08/2022,4/08/2022,Second Class,Home Office,Africa,Office Supplies,$519.33,Medium
MR-2015-CM219081-42217,1/08/2022,6/08/2022,Second Class,Consumer,Africa,Office Supplies,$795.60,Medium
AG-2015-MO78003-42217,1/08/2022,4/08/2022,Second Class,Home Office,Africa,Office Supplies,$49.86,Medium
MA-2015-NG843077-42217,1/08/2022,5/08/2022,Second Class,Consumer,Africa,Office Supplies,$109.80,Medium
US-2015-TS2150536-42218,2/08/2022,7/08/2022,Standard Class,Consumer,LATAM,Office Supplies,$12.40,Medium
MX-2015-MG1765039-42218,2/08/2022,5/08/2022,First Class,Home Office,LATAM,Office Supplies,$19.04,Medium
US-2015-PB1921055-42218,2/08/2022,3/08/2022,Same Day,Corporate,LATAM,Office Supplies,$61.92,Critical
US-2015-PB1921055-42218,2/08/2022,3/08/2022,Same Day,Corporate,LATAM,Office Supplies,$154.85,Critical
CA-2015-AS10045140-42218,2/08/2022,8/08/2022,Standard Class,Corporate,USCA,Technology,"$1,439.98",Medium
