Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
CA-2013-BP115523-41395,1/05/2020,3/05/2020,First Class,Consumer,USCA,Office Supplies,6.9,Critical
CA-2013-BP115523-41395,1/05/2020,3/05/2020,First Class,Consumer,USCA,Furniture,51.9,Critical
CA-2013-BP115523-41395,1/05/2020,3/05/2020,First Class,Consumer,USCA,Office Supplies,115.56,Critical
MX-2013-JH1582082-41395,1/05/2020,7/05/2020,Standard Class,Consumer,LATAM,Office Supplies,25.08,Low
MX-2013-DL1331582-41395,1/05/2020,3/05/2020,First Class,Consumer,LATAM,Office Supplies,32.88,Medium
MX-2013-DL1331582-41395,1/05/2020,3/05/2020,First Class,Consumer,LATAM,Office Supplies,22.76,Medium
MX-2013-DL1331582-41395,1/05/2020,3/05/2020,First Class,Consumer,LATAM,Technology,91,Medium
US-2013-DK1283598-41395,1/05/2020,6/05/2020,Second Class,Corporate,LATAM,Technology,32.568,High
US-2013-DK1283598-41395,1/05/2020,6/05/2020,Second Class,Corporate,LATAM,Office Supplies,41.424,High
US-2013-DK1283598-41395,1/05/2020,6/05/2020,Second Class,Corporate,LATAM,Technology,214.896,High
US-2013-DK1283598-41395,1/05/2020,6/05/2020,Second Class,Corporate,LATAM,Office Supplies,21.96,High
IT-2013-KB16240139-41395,1/05/2020,4/05/2020,First Class,Corporate,Europe,Office Supplies,15.48,High
ES-2013-PF1922548-41395,1/05/2020,5/05/2020,Standard Class,Consumer,Europe,Furniture,48.78,Medium
ES-2013-BF1121548-41395,1/05/2020,4/05/2020,Second Class,Home Office,Europe,Office Supplies,99.54,High
ES-2013-PF1922548-41395,1/05/2020,5/05/2020,Standard Class,Consumer,Europe,Office Supplies,363.447,Medium
CA-2013-DB13120140-41395,1/05/2020,5/05/2020,Standard Class,Corporate,USCA,Office Supplies,41.376,Medium
CA-2013-DB13120140-41395,1/05/2020,5/05/2020,Standard Class,Corporate,USCA,Furniture,63.552,Medium
CA-2013-DB13120140-41395,1/05/2020,5/05/2020,Standard Class,Corporate,USCA,Office Supplies,172.704,Medium
ID-2013-SO2033559-41395,1/05/2020,5/05/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,5.8194,High
ID-2013-PG18820130-41395,1/05/2020,4/05/2020,First Class,Consumer,Asia Pacific,Office Supplies,11.13,Medium
ID-2013-JL158507-41395,1/05/2020,8/05/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,13.284,Medium
IN-2013-DK1309092-41395,1/05/2020,6/05/2020,Second Class,Consumer,Asia Pacific,Office Supplies,22.5,Medium
IN-2013-KN1639058-41395,1/05/2020,4/05/2020,Second Class,Corporate,Asia Pacific,Office Supplies,55.98,Critical
ID-2013-PS1876078-41395,1/05/2020,5/05/2020,Second Class,Consumer,Asia Pacific,Furniture,170.88,High
IN-2013-MM172607-41395,1/05/2020,7/05/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,1349.325,Medium
IN-2013-KM162257-41395,1/05/2020,3/05/2020,Second Class,Corporate,Asia Pacific,Furniture,384.912,High
US-2013-RB1970555-41396,2/05/2020,6/05/2020,Standard Class,Home Office,LATAM,Office Supplies,246.456,Medium
CA-2013-NC18625140-41396,2/05/2020,7/05/2020,Standard Class,Corporate,USCA,Office Supplies,8.856,Medium
CA-2013-NC18625140-41396,2/05/2020,7/05/2020,Standard Class,Corporate,USCA,Technology,158.376,Medium
US-2013-MM179205-41396,2/05/2020,8/05/2020,Standard Class,Consumer,LATAM,Office Supplies,22.464,Medium
IN-2013-AG1033027-41396,2/05/2020,8/05/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,41.76,Low
IN-2013-RM19675144-41396,2/05/2020,8/05/2020,Standard Class,Home Office,Asia Pacific,Technology,162.6093,Medium
IN-2013-RM19675144-41396,2/05/2020,8/05/2020,Standard Class,Home Office,Asia Pacific,Office Supplies,11.6781,Medium
IN-2013-DM12955130-41396,2/05/2020,8/05/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,42.1308,Medium
IN-2013-RM19675144-41396,2/05/2020,8/05/2020,Standard Class,Home Office,Asia Pacific,Office Supplies,30.4776,Medium
IN-2013-DM12955130-41396,2/05/2020,8/05/2020,Standard Class,Corporate,Asia Pacific,Furniture,71.4378,Medium
IN-2013-RM19675144-41396,2/05/2020,8/05/2020,Standard Class,Home Office,Asia Pacific,Office Supplies,472.7514,Medium
SF-2013-RA9285117-41396,2/05/2020,4/05/2020,First Class,Consumer,Africa,Office Supplies,6.33,Critical
SF-2013-RA9285117-41396,2/05/2020,4/05/2020,First Class,Consumer,Africa,Furniture,435.45,Critical
SF-2013-RA9285117-41396,2/05/2020,4/05/2020,First Class,Consumer,Africa,Technology,529.8,Critical
LY-2013-MA799574-41396,2/05/2020,7/05/2020,Standard Class,Home Office,Africa,Office Supplies,10.77,Medium
SF-2013-RA9285117-41396,2/05/2020,4/05/2020,First Class,Consumer,Africa,Office Supplies,17.46,Critical
SF-2013-RA9285117-41396,2/05/2020,4/05/2020,First Class,Consumer,Africa,Office Supplies,13.38,Critical
MX-2013-SS2041093-41397,3/05/2020,7/05/2020,Standard Class,Consumer,LATAM,Office Supplies,134.4,Medium
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Office Supplies,18.2,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Technology,27.552,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Office Supplies,59.904,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Furniture,844.116,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Office Supplies,7.968,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Office Supplies,76.752,High
CA-2013-SV20785140-41397,3/05/2020,7/05/2020,Standard Class,Consumer,USCA,Office Supplies,23.696,High
MX-2013-SP2092018-41397,3/05/2020,9/05/2020,Standard Class,Consumer,LATAM,Office Supplies,80,Medium
