Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2013-HP1481531-41518,1/09/2020,5/09/2020,Standard Class,Home Office,LATAM,Office Supplies,49.14,High
CA-2013-DR12940140-41518,1/09/2020,8/09/2020,Standard Class,Home Office,USCA,Office Supplies,1088.76,Medium
CA-2013-DR12940140-41518,1/09/2020,8/09/2020,Standard Class,Home Office,USCA,Office Supplies,114.6,Medium
CA-2013-DR12940140-41518,1/09/2020,8/09/2020,Standard Class,Home Office,USCA,Furniture,124.36,Medium
CA-2013-DR12940140-41518,1/09/2020,8/09/2020,Standard Class,Home Office,USCA,Furniture,60.74,Medium
ES-2013-TB21400139-41518,1/09/2020,8/09/2020,Standard Class,Consumer,Europe,Office Supplies,80.25,Medium
ES-2013-SD20485139-41518,1/09/2020,5/09/2020,Standard Class,Home Office,Europe,Office Supplies,44.496,High
ES-2013-KM1637545-41518,1/09/2020,5/09/2020,Second Class,Home Office,Europe,Office Supplies,61.08,Medium
ES-2013-TB21400139-41518,1/09/2020,8/09/2020,Standard Class,Consumer,Europe,Technology,136.26,Medium
ES-2013-CD1192064-41518,1/09/2020,6/09/2020,Standard Class,Consumer,Europe,Office Supplies,187.83,Medium
ES-2013-TB21400139-41518,1/09/2020,8/09/2020,Standard Class,Consumer,Europe,Furniture,135.45,Medium
ES-2013-SD20485139-41518,1/09/2020,5/09/2020,Standard Class,Home Office,Europe,Office Supplies,140.94,High
ES-2013-KM1637545-41518,1/09/2020,5/09/2020,Second Class,Home Office,Europe,Technology,453.747,Medium
ES-2013-TB21400139-41518,1/09/2020,8/09/2020,Standard Class,Consumer,Europe,Office Supplies,298.44,Medium
ES-2013-KM1637545-41518,1/09/2020,5/09/2020,Second Class,Home Office,Europe,Furniture,765.639,Medium
IN-2013-TB215207-41518,1/09/2020,2/09/2020,First Class,Consumer,Asia Pacific,Furniture,43.254,High
ID-2013-BD116051-41518,1/09/2020,4/09/2020,Second Class,Consumer,Asia Pacific,Office Supplies,203.88,Medium
ID-2013-BD116051-41518,1/09/2020,4/09/2020,Second Class,Consumer,Asia Pacific,Office Supplies,243.54,Medium
ES-2013-AW1084064-41519,2/09/2020,6/09/2020,Standard Class,Consumer,Europe,Office Supplies,357.102,Medium
ES-2013-HK1489064-41519,2/09/2020,4/09/2020,First Class,Corporate,Europe,Furniture,250.68,High
ES-2013-HK1489064-41519,2/09/2020,4/09/2020,First Class,Corporate,Europe,Technology,79.29,High
ES-2013-HK1489064-41519,2/09/2020,4/09/2020,First Class,Corporate,Europe,Office Supplies,40.02,High
ES-2013-AW1084064-41519,2/09/2020,6/09/2020,Standard Class,Consumer,Europe,Office Supplies,204.36,Medium
IR-2013-BF127560-41519,2/09/2020,7/09/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,30.3,Medium
IN-2013-JE1571558-41519,2/09/2020,6/09/2020,Second Class,Consumer,Asia Pacific,Technology,448.65,Medium
IR-2013-BF127560-41519,2/09/2020,7/09/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,192,Medium
NI-2013-NB858095-41519,2/09/2020,7/09/2020,Standard Class,Corporate,Africa,Technology,216.99,Medium
TZ-2013-CK2760129-41519,2/09/2020,9/09/2020,Standard Class,Corporate,Africa,Technology,117.12,Medium
NI-2013-NB858095-41519,2/09/2020,7/09/2020,Standard Class,Corporate,Africa,Office Supplies,58.752,Medium
NI-2013-NB858095-41519,2/09/2020,7/09/2020,Standard Class,Corporate,Africa,Office Supplies,7.515,Medium
TZ-2013-CK2760129-41519,2/09/2020,9/09/2020,Standard Class,Corporate,Africa,Office Supplies,27.27,Medium
CA-2013-LH715523-41520,3/09/2020,6/09/2020,Second Class,Consumer,USCA,Office Supplies,152.28,Medium
MX-2013-FM14290132-41520,3/09/2020,6/09/2020,Second Class,Home Office,LATAM,Office Supplies,60.6,Medium
MX-2013-FM14290132-41520,3/09/2020,6/09/2020,Second Class,Home Office,LATAM,Office Supplies,73.92,Medium
MX-2013-FM14290132-41520,3/09/2020,6/09/2020,Second Class,Home Office,LATAM,Furniture,2076.48,Medium
