Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2014-FW1439512-41699,1/03/2021,7/03/2021,Standard Class,Corporate,LATAM,Office Supplies,$168.20,Medium
MX-2014-JD1579051-41699,1/03/2021,3/03/2021,Second Class,Consumer,LATAM,Technology,$953.85,Medium
MX-2014-BP1115582-41699,1/03/2021,5/03/2021,Standard Class,Consumer,LATAM,Office Supplies,$32.44,Medium
MX-2014-BP1115582-41699,1/03/2021,5/03/2021,Standard Class,Consumer,LATAM,Technology,"$1,270.17",Medium
CA-2014-LC16870140-41699,1/03/2021,5/03/2021,Standard Class,Consumer,USCA,Office Supplies,$111.10,Medium
IT-2014-JC16105124-41699,1/03/2021,7/03/2021,Standard Class,Corporate,Europe,Furniture,$116.34,Medium
ES-2014-JD1606045-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Europe,Office Supplies,$59.22,Low
ES-2014-BE1133564-41699,1/03/2021,8/03/2021,Standard Class,Home Office,Europe,Office Supplies,$61.74,Medium
ES-2014-JD1606045-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Europe,Office Supplies,$120.96,Low
ES-2014-BE1133564-41699,1/03/2021,8/03/2021,Standard Class,Home Office,Europe,Office Supplies,$325.26,Medium
ES-2014-JD1606045-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Europe,Technology,$135.56,Low
ES-2014-PO1918048-41699,1/03/2021,4/03/2021,First Class,Home Office,Europe,Furniture,$370.58,Medium
IR-2014-AS22560-41699,1/03/2021,7/03/2021,Standard Class,Home Office,USCA,Office Supplies,$97.80,Low
IN-2014-LC1705027-41699,1/03/2021,3/03/2021,Second Class,Consumer,Asia Pacific,Office Supplies,$97.92,Medium
IN-2014-MC174257-41699,1/03/2021,7/03/2021,Standard Class,Corporate,Asia Pacific,Office Supplies,$30.24,Medium
IN-2014-CM1183027-41699,1/03/2021,5/03/2021,Standard Class,Corporate,Asia Pacific,Furniture,$383.13,Medium
IN-2014-GA1472592-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Asia Pacific,Furniture,$642.96,Low
IN-2014-HW1493527-41699,1/03/2021,6/03/2021,Standard Class,Corporate,Asia Pacific,Technology,$381.63,Medium
IN-2014-GA1472592-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$36.97,Low
IN-2014-GA1472592-41699,1/03/2021,7/03/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$53.64,Low
IN-2014-CM1183027-41699,1/03/2021,5/03/2021,Standard Class,Corporate,Asia Pacific,Technology,$360.00,Medium
NI-2014-NS850595-41699,1/03/2021,1/03/2021,Same Day,Consumer,Africa,Office Supplies,$9.31,High
NI-2014-NS850595-41699,1/03/2021,1/03/2021,Same Day,Consumer,Africa,Technology,$44.50,High
NI-2014-NS850595-41699,1/03/2021,1/03/2021,Same Day,Consumer,Africa,Office Supplies,$84.98,High
NI-2014-NS850595-41699,1/03/2021,1/03/2021,Same Day,Consumer,Africa,Office Supplies,$648.58,High
MX-2014-HW1493539-41700,2/03/2021,4/03/2021,Second Class,Corporate,LATAM,Office Supplies,$33.12,High
MX-2014-DO1343582-41700,2/03/2021,7/03/2021,Standard Class,Consumer,LATAM,Office Supplies,$56.12,Medium
MX-2014-DK1315093-41700,2/03/2021,6/03/2021,Standard Class,Corporate,LATAM,Furniture,$50.28,Medium
US-2014-KD16270140-41700,2/03/2021,6/03/2021,Standard Class,Consumer,USCA,Office Supplies,$362.92,Medium
US-2014-KD16270140-41700,2/03/2021,6/03/2021,Standard Class,Consumer,USCA,Office Supplies,$26.38,Medium
US-2014-KD16270140-41700,2/03/2021,6/03/2021,Standard Class,Consumer,USCA,Technology,"$4,899.93",Medium
US-2014-KD16270140-41700,2/03/2021,6/03/2021,Standard Class,Consumer,USCA,Furniture,$836.59,Medium
ES-2014-TH2123545-41700,2/03/2021,6/03/2021,Standard Class,Corporate,Europe,Office Supplies,$9.12,Medium
ES-2014-TH2123545-41700,2/03/2021,6/03/2021,Standard Class,Corporate,Europe,Office Supplies,$43.80,Medium
ES-2014-TH2123545-41700,2/03/2021,6/03/2021,Standard Class,Corporate,Europe,Furniture,$329.10,Medium
NI-2014-SC1044095-41700,2/03/2021,6/03/2021,Standard Class,Corporate,Africa,Office Supplies,$108.49,High
SF-2014-RS9765117-41700,2/03/2021,7/03/2021,Standard Class,Corporate,Africa,Office Supplies,$135.84,Medium
NI-2014-SC1044095-41700,2/03/2021,6/03/2021,Standard Class,Corporate,Africa,Technology,$190.86,High
SF-2014-RS9765117-41700,2/03/2021,7/03/2021,Standard Class,Corporate,Africa,Office Supplies,$43.98,Medium
ES-2014-JG158058-41701,3/03/2021,7/03/2021,Second Class,Corporate,Europe,Office Supplies,$21.06,Medium
IN-2014-RC1982588-41701,3/03/2021,8/03/2021,Standard Class,Consumer,Asia Pacific,Furniture,$62.06,Medium
IN-2014-RC1982588-41701,3/03/2021,8/03/2021,Standard Class,Consumer,Asia Pacific,Furniture,$205.90,Medium
ES-2014-JG158058-41701,3/03/2021,7/03/2021,Second Class,Corporate,Europe,Technology,$130.32,Medium
IN-2014-RC1982588-41701,3/03/2021,8/03/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$25.55,Medium
MX-2014-SM2095031-41702,4/03/2021,8/03/2021,Standard Class,Corporate,LATAM,Furniture,$222.24,High
MX-2014-CC1222036-41702,4/03/2021,8/03/2021,Standard Class,Consumer,LATAM,Technology,$121.92,Medium
MX-2014-EM1406593-41702,4/03/2021,4/03/2021,Same Day,Consumer,LATAM,Office Supplies,$28.12,Medium
MX-2014-EM1406593-41702,4/03/2021,4/03/2021,Same Day,Consumer,LATAM,Office Supplies,$11.32,Medium
CA-2014-JG15310140-41702,4/03/2021,7/03/2021,First Class,Corporate,USCA,Office Supplies,$42.78,Medium
CA-2014-CC12220140-41702,4/03/2021,9/03/2021,Standard Class,Consumer,USCA,Office Supplies,$36.60,Medium
CA-2014-AA10315140-41702,4/03/2021,9/03/2021,Standard Class,Consumer,USCA,Office Supplies,$2.30,Medium
