Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
CA-2014-ES402023-41944,1/11/2021,3/11/2021,First Class,Consumer,USCA,Furniture,$735.48,High
MX-2014-BP1115531-41944,1/11/2021,8/11/2021,Standard Class,Consumer,LATAM,Office Supplies,$40.16,Medium
MX-2014-RD1990031-41944,1/11/2021,5/11/2021,Standard Class,Consumer,LATAM,Office Supplies,$5.92,High
US-2014-KH1633036-41944,1/11/2021,4/11/2021,First Class,Corporate,LATAM,Office Supplies,$42.38,High
MX-2014-BD1163551-41944,1/11/2021,6/11/2021,Standard Class,Consumer,LATAM,Furniture,$54.64,Medium
US-2014-JK1612055-41944,1/11/2021,5/11/2021,Standard Class,Home Office,LATAM,Office Supplies,$15.91,High
US-2014-JK1612055-41944,1/11/2021,5/11/2021,Standard Class,Home Office,LATAM,Office Supplies,$122.40,High
US-2014-JK1612055-41944,1/11/2021,5/11/2021,Standard Class,Home Office,LATAM,Office Supplies,$29.04,High
US-2014-JK1612055-41944,1/11/2021,5/11/2021,Standard Class,Home Office,LATAM,Furniture,$159.73,High
US-2014-JK1612055-41944,1/11/2021,5/11/2021,Standard Class,Home Office,LATAM,Office Supplies,$42.38,High
MX-2014-BD1162082-41944,1/11/2021,6/11/2021,Standard Class,Consumer,LATAM,Technology,$191.86,Medium
MX-2014-MH1745582-41944,1/11/2021,1/11/2021,Same Day,Consumer,LATAM,Office Supplies,$87.84,Critical
MX-2014-MC1763582-41944,1/11/2021,7/11/2021,Standard Class,Corporate,LATAM,Office Supplies,$16.24,Medium
MX-2014-MC1763582-41944,1/11/2021,7/11/2021,Standard Class,Corporate,LATAM,Office Supplies,$45.40,Medium
MX-2014-HF1499582-41944,1/11/2021,2/11/2021,First Class,Consumer,LATAM,Office Supplies,$55.52,High
CA-2014-HW14935140-41944,1/11/2021,6/11/2021,Standard Class,Corporate,USCA,Office Supplies,$12.39,Medium
CA-2014-HW14935140-41944,1/11/2021,6/11/2021,Standard Class,Corporate,USCA,Furniture,$368.97,Medium
CA-2014-HW14935140-41944,1/11/2021,6/11/2021,Standard Class,Corporate,USCA,Office Supplies,$332.94,Medium
CA-2014-HW14935140-41944,1/11/2021,6/11/2021,Standard Class,Corporate,USCA,Office Supplies,$21.96,Medium
CA-2014-BD11320140-41944,1/11/2021,7/11/2021,Standard Class,Consumer,USCA,Furniture,$492.84,Low
MX-2014-JL1513016-41944,1/11/2021,4/11/2021,Second Class,Home Office,USCA,Furniture,$94.02,High
UP-2014-BT1440137-41944,1/11/2021,3/11/2021,Second Class,Consumer,Europe,Office Supplies,$26.88,High
IT-2014-AB1060048-41944,1/11/2021,8/11/2021,Standard Class,Corporate,Europe,Office Supplies,$46.17,Low
ES-2014-CJ1187548-41944,1/11/2021,6/11/2021,Standard Class,Corporate,Europe,Office Supplies,$157.59,Medium
IT-2014-CP12085124-41944,1/11/2021,3/11/2021,First Class,Corporate,Europe,Office Supplies,$153.42,Medium
UP-2014-BT1440137-41944,1/11/2021,3/11/2021,Second Class,Consumer,Europe,Technology,$516.66,High
ES-2014-PK1891048-41944,1/11/2021,3/11/2021,Second Class,Home Office,Europe,Office Supplies,$758.48,High
MX-2014-AR1082518-41944,1/11/2021,3/11/2021,Second Class,Corporate,LATAM,Office Supplies,$96.64,High
ES-2014-ME1801048-41944,1/11/2021,6/11/2021,Second Class,Corporate,Europe,Office Supplies,$48.09,Medium
ES-2014-PO1919544-41944,1/11/2021,6/11/2021,Standard Class,Home Office,Europe,Furniture,$990.15,Medium
ES-2014-PO1919544-41944,1/11/2021,6/11/2021,Standard Class,Home Office,Europe,Office Supplies,$52.44,Medium
ES-2014-RH1949545-41944,1/11/2021,7/11/2021,Standard Class,Consumer,Europe,Office Supplies,$87.84,Medium
ES-2014-MS1798045-41944,1/11/2021,5/11/2021,Standard Class,Corporate,Europe,Office Supplies,$60.57,Medium
ES-2014-RH1949545-41944,1/11/2021,7/11/2021,Standard Class,Consumer,Europe,Office Supplies,$87.03,Medium
ES-2014-CM1193545-41944,1/11/2021,6/11/2021,Standard Class,Consumer,Europe,Furniture,$551.61,High
ES-2014-PO1919544-41944,1/11/2021,6/11/2021,Standard Class,Home Office,Europe,Office Supplies,$29.52,Medium
ES-2014-PO1919544-41944,1/11/2021,6/11/2021,Standard Class,Home Office,Europe,Office Supplies,$30.30,Medium
ES-2014-PO1919544-41944,1/11/2021,6/11/2021,Standard Class,Home Office,Europe,Furniture,$293.52,Medium
ES-2014-TP2156545-41944,1/11/2021,5/11/2021,Second Class,Corporate,Europe,Technology,$456.65,Medium
IT-2014-CP12085124-41944,1/11/2021,3/11/2021,First Class,Corporate,Europe,Office Supplies,$75.20,Medium
MX-2014-TT21070143-41944,1/11/2021,7/11/2021,Standard Class,Consumer,LATAM,Office Supplies,$20.06,Medium
US-2014-FO14305140-41944,1/11/2021,5/11/2021,Second Class,Consumer,USCA,Office Supplies,$32.06,Medium
IN-2014-JF1519058-41944,1/11/2021,5/11/2021,Second Class,Consumer,Asia Pacific,Office Supplies,$11.58,Medium
ID-2014-CS1225059-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Office Supplies,$32.72,Medium
ID-2014-CS1225059-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Office Supplies,$567.52,Medium
ID-2014-JE157157-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$42.12,Medium
ID-2014-CS1225059-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Furniture,$470.76,Medium
IN-2014-JF1519058-41944,1/11/2021,5/11/2021,Second Class,Consumer,Asia Pacific,Technology,$551.10,Medium
ID-2014-JE157157-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$43.58,Medium
IN-2014-BO11350118-41944,1/11/2021,6/11/2021,Standard Class,Home Office,USCA,Office Supplies,$21.84,High
IN-2014-OT187307-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$46.98,Medium
ID-2014-MG178757-41944,1/11/2021,8/11/2021,Standard Class,Home Office,Asia Pacific,Office Supplies,$63.94,Medium
IR-2014-RD993060-41944,1/11/2021,1/11/2021,Same Day,Consumer,Asia Pacific,Technology,$146.52,Medium
ID-2014-JH1582097-41944,1/11/2021,6/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$29.28,Medium
IN-2014-RP19270102-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Office Supplies,$23.64,Low
IN-2014-OT187307-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$69.88,Medium
IN-2014-RP19270102-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Office Supplies,$149.99,Low
IN-2014-RP19270102-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Technology,$375.17,Low
IR-2014-RD993060-41944,1/11/2021,1/11/2021,Same Day,Consumer,Asia Pacific,Office Supplies,$9.33,Medium
ID-2014-JE157157-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$77.44,Medium
IR-2014-RD993060-41944,1/11/2021,1/11/2021,Same Day,Consumer,Asia Pacific,Office Supplies,$61.92,Medium
IN-2014-OT187307-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Technology,$71.55,Medium
ID-2014-MG178757-41944,1/11/2021,8/11/2021,Standard Class,Home Office,Asia Pacific,Office Supplies,$69.39,Medium
ID-2014-JE157157-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Technology,$665.15,Medium
IN-2014-LC1693027-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Technology,$763.92,Medium
IN-2014-RP19270102-41944,1/11/2021,7/11/2021,Standard Class,Home Office,USCA,Technology,$568.27,Low
ID-2014-JE157157-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Asia Pacific,Technology,$887.98,Medium
IR-2014-RD993060-41944,1/11/2021,1/11/2021,Same Day,Consumer,Asia Pacific,Technology,"$3,029.28",Medium
ES-2014-CJ1187548-41944,1/11/2021,6/11/2021,Standard Class,Corporate,Europe,Office Supplies,$55.30,Medium
IT-2014-CP12085124-41944,1/11/2021,3/11/2021,First Class,Corporate,Europe,Office Supplies,$77.45,Medium
ID-2014-JH1582097-41944,1/11/2021,6/11/2021,Standard Class,Consumer,Asia Pacific,Furniture,$660.29,Medium
NI-2014-YC1189595-41944,1/11/2021,5/11/2021,Standard Class,Corporate,Africa,Office Supplies,$9.64,Medium
EG-2014-SB1018538-41944,1/11/2021,5/11/2021,Standard Class,Consumer,Africa,Office Supplies,$51.09,Medium
CA-2014-XP21865140-41945,2/11/2021,8/11/2021,Standard Class,Consumer,USCA,Technology,$68.11,Medium
CA-2014-CS12490140-41945,2/11/2021,5/11/2021,First Class,Corporate,USCA,Office Supplies,$111.67,Critical
ES-2014-DP1300048-41945,2/11/2021,6/11/2021,Standard Class,Consumer,Europe,Office Supplies,$62.16,Medium
ES-2014-JH1598548-41945,2/11/2021,4/11/2021,Second Class,Consumer,Europe,Office Supplies,$24.70,High
IT-2014-FP1432034-41945,2/11/2021,6/11/2021,Second Class,Consumer,Europe,Office Supplies,$125.46,High
ES-2014-MG1787548-41945,2/11/2021,6/11/2021,Standard Class,Home Office,Europe,Technology,$158.58,High
RS-2014-AS285108-41945,2/11/2021,6/11/2021,Standard Class,Corporate,Europe,Technology,$295.29,High
