Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2015-PH1879031-42248,1/09/2022,7/09/2022,Standard Class,Home Office,LATAM,Office Supplies,$99.36,Medium
MX-2015-LH1702039-42248,1/09/2022,3/09/2022,Second Class,Consumer,LATAM,Furniture,$219.28,Critical
MX-2015-TB2135582-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Furniture,$87.79,Medium
MX-2015-TB2135582-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Office Supplies,$66.36,Medium
MX-2015-TB2135582-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Office Supplies,$179.90,Medium
MX-2015-AO1081082-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Office Supplies,$276.48,High
MX-2015-TB2135582-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Office Supplies,$79.36,Medium
MX-2015-TB2135582-42248,1/09/2022,6/09/2022,Standard Class,Corporate,LATAM,Office Supplies,$15.24,Medium
MX-2015-RD1981093-42248,1/09/2022,5/09/2022,Standard Class,Home Office,LATAM,Furniture,$252.16,High
MX-2015-RD1981093-42248,1/09/2022,5/09/2022,Standard Class,Home Office,LATAM,Technology,$465.24,High
CA-2015-AJ10945140-42248,1/09/2022,6/09/2022,Standard Class,Consumer,USCA,Office Supplies,$638.73,Medium
ES-2015-KL16555139-42248,1/09/2022,6/09/2022,Standard Class,Corporate,Europe,Office Supplies,$38.16,Medium
IT-2015-JH1582091-42248,1/09/2022,7/09/2022,Standard Class,Consumer,Europe,Technology,$75.60,Medium
ES-2015-SJ2021548-42248,1/09/2022,5/09/2022,Standard Class,Consumer,Europe,Office Supplies,$101.58,Medium
ES-2015-TB2125048-42248,1/09/2022,5/09/2022,Standard Class,Consumer,Europe,Office Supplies,$122.33,High
MX-2015-DV1304518-42248,1/09/2022,3/09/2022,Second Class,Corporate,LATAM,Office Supplies,$9.06,Medium
MX-2015-TH2155018-42248,1/09/2022,6/09/2022,Standard Class,Home Office,LATAM,Technology,$811.72,Medium
MX-2015-DV1304518-42248,1/09/2022,3/09/2022,Second Class,Corporate,LATAM,Office Supplies,$31.08,Medium
MX-2015-ED1388518-42248,1/09/2022,7/09/2022,Standard Class,Home Office,LATAM,Office Supplies,$112.52,Medium
ES-2015-CS12460139-42248,1/09/2022,5/09/2022,Standard Class,Consumer,Europe,Office Supplies,$24.00,Medium
PL-2015-AJ795103-42248,1/09/2022,5/09/2022,Standard Class,Corporate,Europe,Office Supplies,$24.93,Medium
IT-2015-JH1582091-42248,1/09/2022,7/09/2022,Standard Class,Consumer,Europe,Office Supplies,$47.76,Medium
ES-2015-AR1054045-42248,1/09/2022,3/09/2022,Second Class,Consumer,Europe,Office Supplies,$48.36,Critical
US-2015-SS20410143-42248,1/09/2022,6/09/2022,Second Class,Consumer,LATAM,Furniture,$97.27,Medium
ES-2015-CS12460139-42248,1/09/2022,5/09/2022,Standard Class,Consumer,Europe,Office Supplies,$33.21,Medium
PL-2015-AJ795103-42248,1/09/2022,5/09/2022,Standard Class,Corporate,Europe,Technology,$77.04,Medium
ES-2015-NF1847548-42248,1/09/2022,1/09/2022,Same Day,Home Office,Europe,Office Supplies,$16.68,Critical
IT-2015-RS1942045-42248,1/09/2022,5/09/2022,Standard Class,Corporate,Europe,Office Supplies,$55.30,High
ES-2015-SJ2021548-42248,1/09/2022,5/09/2022,Standard Class,Consumer,Europe,Office Supplies,$129.52,Medium
ES-2015-NF1847548-42248,1/09/2022,1/09/2022,Same Day,Home Office,Europe,Technology,"$1,350.09",Critical
ES-2015-NF1847548-42248,1/09/2022,1/09/2022,Same Day,Home Office,Europe,Technology,"$1,599.90",Critical
ES-2015-NF1847548-42248,1/09/2022,1/09/2022,Same Day,Home Office,Europe,Office Supplies,"$1,007.42",Critical
US-2015-SS20410143-42248,1/09/2022,6/09/2022,Second Class,Consumer,LATAM,Office Supplies,$9.52,Medium
IT-2015-JH1582091-42248,1/09/2022,7/09/2022,Standard Class,Consumer,Europe,Office Supplies,$12.36,Medium
ES-2015-WB21850139-42248,1/09/2022,3/09/2022,Second Class,Consumer,Europe,Office Supplies,$11.13,Medium
ES-2015-SM20950139-42248,1/09/2022,4/09/2022,Second Class,Corporate,Europe,Office Supplies,$55.92,Medium
