Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2014-MP1747031-41730,1/04/2021,6/04/2021,Standard Class,Home Office,LATAM,Technology,$281.04,Medium
US-2014-AB1015036-41730,1/04/2021,6/04/2021,Standard Class,Consumer,LATAM,Furniture,$103.36,Medium
MX-2014-AY1055593-41730,1/04/2021,8/04/2021,Standard Class,Corporate,LATAM,Office Supplies,$44.16,Medium
US-2014-CS11950140-41730,1/04/2021,3/04/2021,Second Class,Consumer,USCA,Technology,$280.78,Medium
US-2014-CS11950140-41730,1/04/2021,3/04/2021,Second Class,Consumer,USCA,Technology,$31.98,Medium
CA-2014-EH13990140-41730,1/04/2021,7/04/2021,Standard Class,Consumer,USCA,Furniture,$328.00,Medium
MX-2014-BD1177018-41730,1/04/2021,3/04/2021,First Class,Consumer,LATAM,Technology,$93.42,High
MX-2014-BD1177018-41730,1/04/2021,3/04/2021,First Class,Consumer,LATAM,Furniture,$140.20,High
ID-2014-KH1633059-41730,1/04/2021,5/04/2021,Standard Class,Home Office,USCA,Technology,$20.84,Medium
IN-2014-DW1319559-41730,1/04/2021,6/04/2021,Standard Class,Home Office,USCA,Office Supplies,$21.21,Medium
ID-2014-EM1406559-41730,1/04/2021,7/04/2021,Standard Class,Consumer,Asia Pacific,Office Supplies,$63.53,Medium
ID-2014-EM1406559-41730,1/04/2021,7/04/2021,Standard Class,Consumer,Asia Pacific,Furniture,$375.41,Medium
IN-2014-KN1645027-41730,1/04/2021,6/04/2021,Standard Class,Home Office,USCA,Technology,$293.88,Medium
ID-2014-EM1406559-41730,1/04/2021,7/04/2021,Standard Class,Consumer,Asia Pacific,Technology,$130.25,Medium
IN-2014-DO13435144-41730,1/04/2021,6/04/2021,Standard Class,Consumer,Asia Pacific,Technology,"$2,672.52",Medium
GH-2014-RW954049-41730,1/04/2021,7/04/2021,Standard Class,Corporate,Africa,Office Supplies,$54.66,Low
NI-2014-MM805595-41730,1/04/2021,6/04/2021,Standard Class,Consumer,Africa,Technology,$12.66,High
NI-2014-MM805595-41730,1/04/2021,6/04/2021,Standard Class,Consumer,Africa,Office Supplies,$1.85,High
NI-2014-MM805595-41730,1/04/2021,6/04/2021,Standard Class,Consumer,Africa,Office Supplies,$4.20,High
