Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
ID-2015-BV11245130-42156,1/06/2022,8/06/2022,Standard Class,Home Office,USCA,Furniture,$290.13,Low
ID-2015-BV11245130-42156,1/06/2022,8/06/2022,Standard Class,Home Office,USCA,Furniture,$418.67,Low
ID-2015-AH1019597-42156,1/06/2022,5/06/2022,Standard Class,Corporate,Asia Pacific,Office Supplies,$24.33,Medium
ID-2015-AH1019597-42156,1/06/2022,5/06/2022,Standard Class,Corporate,Asia Pacific,Office Supplies,$64.20,Medium
ID-2015-AH1019597-42156,1/06/2022,5/06/2022,Standard Class,Corporate,Asia Pacific,Technology,$148.68,Medium
ID-2015-AH1019597-42156,1/06/2022,5/06/2022,Standard Class,Corporate,Asia Pacific,Technology,$253.32,Medium
IV-2015-PN877529-42156,1/06/2022,3/06/2022,Second Class,Home Office,Africa,Office Supplies,$414.66,High
IV-2015-PN877529-42156,1/06/2022,3/06/2022,Second Class,Home Office,Africa,Furniture,$391.14,High
MO-2015-GM445586-42156,1/06/2022,8/06/2022,Standard Class,Home Office,Africa,Office Supplies,$22.23,Medium
MO-2015-GM445586-42156,1/06/2022,8/06/2022,Standard Class,Home Office,Africa,Office Supplies,$12.48,Medium
MX-2015-DJ1351031-42157,2/06/2022,5/06/2022,First Class,Corporate,LATAM,Office Supplies,$19.08,Medium
MX-2015-MV1748536-42157,2/06/2022,2/06/2022,Same Day,Consumer,LATAM,Office Supplies,$41.66,High
US-2015-HK1489055-42157,2/06/2022,6/06/2022,Standard Class,Corporate,LATAM,Office Supplies,$18.72,Medium
MX-2015-GT1475582-42157,2/06/2022,5/06/2022,First Class,Consumer,LATAM,Office Supplies,$99.66,High
MX-2015-DW1348082-42157,2/06/2022,6/06/2022,Standard Class,Home Office,LATAM,Furniture,$79.28,Medium
MX-2015-GT1475582-42157,2/06/2022,5/06/2022,First Class,Consumer,LATAM,Office Supplies,$207.90,High
MX-2015-GT1475582-42157,2/06/2022,5/06/2022,First Class,Consumer,LATAM,Furniture,$967.55,High
MX-2015-GT1475582-42157,2/06/2022,5/06/2022,First Class,Consumer,LATAM,Technology,$31.02,High
MX-2015-GT1475582-42157,2/06/2022,5/06/2022,First Class,Consumer,LATAM,Office Supplies,$14.92,High
CA-2015-HW14935140-42157,2/06/2022,4/06/2022,Second Class,Corporate,USCA,Furniture,"$1,925.88",High
CA-2015-CV12805140-42157,2/06/2022,6/06/2022,Standard Class,Corporate,USCA,Office Supplies,$53.90,Medium
CA-2015-HW14935140-42157,2/06/2022,4/06/2022,Second Class,Corporate,USCA,Technology,$39.89,High
CA-2015-HW14935140-42157,2/06/2022,4/06/2022,Second Class,Corporate,USCA,Office Supplies,"$2,405.20",High
CA-2015-HW14935140-42157,2/06/2022,4/06/2022,Second Class,Corporate,USCA,Office Supplies,$17.38,High
CA-2015-HW14935140-42157,2/06/2022,4/06/2022,Second Class,Corporate,USCA,Technology,$83.97,High
CA-2015-BW11065140-42157,2/06/2022,7/06/2022,Standard Class,Consumer,USCA,Office Supplies,$324.74,High
US-2015-BB10990140-42157,2/06/2022,6/06/2022,Second Class,Corporate,USCA,Office Supplies,$17.48,High
CA-2015-FH14350140-42157,2/06/2022,4/06/2022,First Class,Consumer,USCA,Technology,$158.38,Critical
CA-2015-FH14350140-42157,2/06/2022,4/06/2022,First Class,Consumer,USCA,Office Supplies,$3.80,Critical
CA-2015-FH14350140-42157,2/06/2022,4/06/2022,First Class,Consumer,USCA,Office Supplies,$27.74,Critical
ES-2015-TG21640139-42157,2/06/2022,5/06/2022,Second Class,Consumer,Europe,Office Supplies,$64.38,Medium
ES-2015-HH15010139-42157,2/06/2022,8/06/2022,Standard Class,Corporate,Europe,Technology,$550.08,Medium
MX-2015-JD1601518-42157,2/06/2022,6/06/2022,Standard Class,Consumer,LATAM,Technology,$149.60,High
UP-2015-RA9945137-42157,2/06/2022,6/06/2022,Standard Class,Consumer,Europe,Office Supplies,$15.75,Medium
ES-2015-AR1082545-42157,2/06/2022,5/06/2022,Second Class,Corporate,Europe,Office Supplies,$79.80,Critical
UP-2015-RA9945137-42157,2/06/2022,6/06/2022,Standard Class,Consumer,Europe,Technology,$333.78,Medium
IT-2015-LO17170124-42157,2/06/2022,6/06/2022,Standard Class,Corporate,Europe,Office Supplies,$16.65,High
IT-2015-LO17170124-42157,2/06/2022,6/06/2022,Standard Class,Corporate,Europe,Office Supplies,$74.88,High
ES-2015-RF1973545-42157,2/06/2022,7/06/2022,Standard Class,Consumer,Europe,Office Supplies,$194.40,Medium
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Home Office,USCA,Office Supplies,$155.77,Medium
IN-2015-EB1417027-42157,2/06/2022,6/06/2022,Standard Class,Consumer,Asia Pacific,Office Supplies,$82.50,High
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Home Office,USCA,Office Supplies,$5.20,Medium
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Home Office,USCA,Office Supplies,$44.72,Medium
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Home Office,USCA,Technology,$347.36,Medium
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Home Office,USCA,Technology,$127.09,Medium
IN-2015-SC2009592-42157,2/06/2022,8/06/2022,Standard Class,Consumer,Asia Pacific,Office Supplies,$98.17,Medium
IN-2015-MW1823558-42157,2/06/2022,4/06/2022,Second Class,Home Office,USCA,Office Supplies,$95.85,Medium
IN-2015-SD20485118-42157,2/06/2022,6/06/2022,Second Class,Home Office,Asia Pacific,Furniture,$159.77,Medium
IN-2015-IM1507059-42157,2/06/2022,4/06/2022,First Class,Consumer,Asia Pacific,Furniture,$815.63,Medium
IN-2015-IM1507059-42157,2/06/2022,4/06/2022,First Class,Consumer,Asia Pacific,Technology,"$1,043.93",Medium
IN-2015-MH1811558-42157,2/06/2022,4/06/2022,First Class,Home Office,Asia Pacific,Furniture,"$1,094.22",Critical
ES-2015-HH15010139-42157,2/06/2022,8/06/2022,Standard Class,Corporate,Europe,Office Supplies,$86.40,Medium
ES-2015-HH15010139-42157,2/06/2022,8/06/2022,Standard Class,Corporate,Europe,Technology,$759.66,Medium
IN-2015-SD20485118-42157,2/06/2022,6/06/2022,Second Class,Home Office,Asia Pacific,Furniture,$181.01,Medium
IN-2015-MH1811558-42157,2/06/2022,4/06/2022,First Class,Home Office,Asia Pacific,Office Supplies,$113.52,Critical
IN-2015-RP1985588-42157,2/06/2022,7/06/2022,Standard Class,Corporate,Asia Pacific,Furniture,$667.42,Medium
CG-2015-JB604533-42157,2/06/2022,7/06/2022,Standard Class,Home Office,Africa,Technology,$322.20,Medium
CG-2015-JB604533-42157,2/06/2022,7/06/2022,Standard Class,Home Office,Africa,Furniture,$163.92,Medium
GH-2015-DB361549-42157,2/06/2022,6/06/2022,Standard Class,Consumer,Africa,Furniture,$315.87,High
ET-2015-AT43543-42157,2/06/2022,3/06/2022,First Class,Home Office,Africa,Technology,$121.02,High
EG-2015-RO978038-42157,2/06/2022,7/06/2022,Standard Class,Consumer,Africa,Office Supplies,$19.14,Medium
ET-2015-AT43543-42157,2/06/2022,3/06/2022,First Class,Home Office,Africa,Office Supplies,$17.46,High
SF-2015-EJ3720117-42157,2/06/2022,8/06/2022,Standard Class,Consumer,Africa,Technology,$126.09,Medium
MX-2015-PT1909031-42158,3/06/2022,9/06/2022,Standard Class,Consumer,LATAM,Technology,$272.50,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Technology,$388.61,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Office Supplies,$10.75,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Office Supplies,$11.95,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Office Supplies,$11.23,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Office Supplies,$58.82,Medium
US-2015-VM2168536-42158,3/06/2022,7/06/2022,Standard Class,Home Office,LATAM,Office Supplies,$33.09,Medium
US-2015-EL1373536-42158,3/06/2022,5/06/2022,First Class,Home Office,LATAM,Office Supplies,$36.86,Medium
MX-2015-BD1150080-42158,3/06/2022,7/06/2022,Second Class,Consumer,LATAM,Office Supplies,$6.18,High
MX-2015-TB2159582-42158,3/06/2022,5/06/2022,Second Class,Consumer,LATAM,Office Supplies,"$1,243.98",Medium
MX-2015-CM1216093-42158,3/06/2022,5/06/2022,First Class,Consumer,LATAM,Furniture,"$2,344.00",High
MX-2015-KC1654093-42158,3/06/2022,7/06/2022,Standard Class,Consumer,LATAM,Office Supplies,"$1,810.30",High
MX-2015-KC1654093-42158,3/06/2022,7/06/2022,Standard Class,Consumer,LATAM,Office Supplies,$37.04,High
CA-2015-JD15790140-42158,3/06/2022,9/06/2022,Standard Class,Consumer,USCA,Office Supplies,$10.69,Medium
CA-2015-AB10255140-42158,3/06/2022,7/06/2022,Standard Class,Home Office,USCA,Technology,$2.97,Medium
CA-2015-AB10255140-42158,3/06/2022,7/06/2022,Standard Class,Home Office,USCA,Office Supplies,$27.44,Medium
BO-2015-PB910513-42158,3/06/2022,9/06/2022,Standard Class,Consumer,Europe,Office Supplies,$34.92,Medium
ES-2015-TG2131045-42158,3/06/2022,4/06/2022,First Class,Consumer,Europe,Office Supplies,$42.66,High
ES-2015-LL1684045-42158,3/06/2022,8/06/2022,Standard Class,Consumer,Europe,Office Supplies,$170.52,Medium
