Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
MX-2013-KW1657031-41548,1/10/2020,8/10/2020,Standard Class,Consumer,LATAM,Office Supplies,84.8,Medium
MX-2013-DW1348051-41548,1/10/2020,6/10/2020,Standard Class,Home Office,LATAM,Furniture,106.08,High
MX-2013-BT1144082-41548,1/10/2020,5/10/2020,Standard Class,Consumer,LATAM,Office Supplies,44.58,Medium
MX-2013-SC2023082-41548,1/10/2020,6/10/2020,Standard Class,Corporate,LATAM,Technology,428.52,Medium
MX-2013-BT1144082-41548,1/10/2020,5/10/2020,Standard Class,Consumer,LATAM,Technology,146.1,Medium
MX-2013-GR1456082-41548,1/10/2020,5/10/2020,Standard Class,Corporate,LATAM,Office Supplies,37.32,High
CA-2013-EM13960140-41548,1/10/2020,5/10/2020,Standard Class,Consumer,USCA,Technology,108.768,High
CA-2013-EM13960140-41548,1/10/2020,5/10/2020,Standard Class,Consumer,USCA,Office Supplies,2.992,High
CA-2013-RM19675140-41548,1/10/2020,4/10/2020,Second Class,Home Office,USCA,Office Supplies,22.45,Medium
CA-2013-RM19675140-41548,1/10/2020,4/10/2020,Second Class,Home Office,USCA,Technology,311.98,Medium
MX-2013-SC2077028-41548,1/10/2020,7/10/2020,Standard Class,Corporate,LATAM,Office Supplies,67.8,Low
MX-2013-SC2077028-41548,1/10/2020,7/10/2020,Standard Class,Corporate,LATAM,Office Supplies,183.12,Low
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Office Supplies,66.6,Medium
IT-2013-MT1781562-41548,1/10/2020,3/10/2020,First Class,Consumer,Europe,Office Supplies,34.44,High
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Office Supplies,62.28,Medium
ES-2013-JH16180120-41548,1/10/2020,8/10/2020,Standard Class,Consumer,Europe,Technology,1199.76,Low
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Office Supplies,80.76,Medium
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Technology,97.236,Medium
ES-2013-JH16180120-41548,1/10/2020,8/10/2020,Standard Class,Consumer,Europe,Furniture,148.968,Low
IT-2013-MT1781562-41548,1/10/2020,3/10/2020,First Class,Consumer,Europe,Office Supplies,100.125,High
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Office Supplies,57.15,Medium
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Office Supplies,108.36,Medium
IT-2013-AO1081064-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Europe,Technology,917.73,Medium
ES-2013-DJ1342045-41548,1/10/2020,7/10/2020,Standard Class,Corporate,Europe,Furniture,1852.875,Medium
IN-2013-CA1277558-41548,1/10/2020,7/10/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,131.4,Medium
IN-2013-TH211157-41548,1/10/2020,6/10/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,59.211,High
ID-2013-BS1159092-41548,1/10/2020,3/10/2020,First Class,Corporate,Asia Pacific,Office Supplies,53.676,High
ID-2013-BS1159092-41548,1/10/2020,3/10/2020,First Class,Corporate,Asia Pacific,Office Supplies,61.632,High
ID-2013-PB18805144-41548,1/10/2020,2/10/2020,First Class,Home Office,Asia Pacific,Office Supplies,184.011,Medium
IN-2013-CA1277558-41548,1/10/2020,7/10/2020,Standard Class,Consumer,Asia Pacific,Furniture,3547.44,Medium
IN-2013-XP2186527-41548,1/10/2020,8/10/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,8.64,Medium
ID-2013-BS1159092-41548,1/10/2020,3/10/2020,First Class,Corporate,Asia Pacific,Furniture,52.74,High
ID-2013-HM14860102-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Asia Pacific,Furniture,217.2375,Medium
ID-2013-JM1558059-41548,1/10/2020,6/10/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,52.947,High
ID-2013-HM14860102-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Asia Pacific,Technology,126.9,Medium
IN-2013-CA1277558-41548,1/10/2020,7/10/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,211.41,Medium
IN-2013-XP2186527-41548,1/10/2020,8/10/2020,Standard Class,Consumer,Asia Pacific,Office Supplies,177.48,Medium
ID-2013-PB18805144-41548,1/10/2020,2/10/2020,First Class,Home Office,Asia Pacific,Office Supplies,115.9344,Medium
IN-2013-TH211157-41548,1/10/2020,6/10/2020,Standard Class,Corporate,Asia Pacific,Technology,133.11,High
IN-2013-DL128657-41548,1/10/2020,5/10/2020,Standard Class,Consumer,Asia Pacific,Technology,972.567,High
ID-2013-HM14860102-41548,1/10/2020,5/10/2020,Standard Class,Corporate,Asia Pacific,Furniture,286.299,Medium
IN-2013-XP2186527-41548,1/10/2020,8/10/2020,Standard Class,Consumer,Asia Pacific,Technology,604.5,Medium
ID-2013-BS1159092-41548,1/10/2020,3/10/2020,First Class,Corporate,Asia Pacific,Office Supplies,116.28,High
ID-2013-BS1159092-41548,1/10/2020,3/10/2020,First Class,Corporate,Asia Pacific,Office Supplies,235.008,High
IN-2013-TH211157-41548,1/10/2020,6/10/2020,Standard Class,Corporate,Asia Pacific,Office Supplies,10.314,High
MO-2013-CS186086-41548,1/10/2020,6/10/2020,Standard Class,Consumer,Africa,Office Supplies,561.54,Medium
CA-2013-NF847523-41549,2/10/2020,7/10/2020,Standard Class,Home Office,USCA,Technology,190.98,Medium
CA-2013-NF847523-41549,2/10/2020,7/10/2020,Standard Class,Home Office,USCA,Office Supplies,6.66,Medium
CA-2013-NF847523-41549,2/10/2020,7/10/2020,Standard Class,Home Office,USCA,Furniture,196.2,Medium
CA-2013-NF847523-41549,2/10/2020,7/10/2020,Standard Class,Home Office,USCA,Office Supplies,76.26,Medium
CA-2013-NF847523-41549,2/10/2020,7/10/2020,Standard Class,Home Office,USCA,Office Supplies,206.4,Medium
MX-2013-SW2024531-41549,2/10/2020,5/10/2020,First Class,Consumer,LATAM,Furniture,391.36,Medium
US-2013-JW1595536-41549,2/10/2020,6/10/2020,Standard Class,Consumer,LATAM,Furniture,30.02,Medium
MX-2013-KT1646551-41549,2/10/2020,6/10/2020,Standard Class,Consumer,LATAM,Furniture,120.08,High
MX-2013-JK1537082-41549,2/10/2020,5/10/2020,First Class,Consumer,LATAM,Technology,138.4,High
US-2013-AG1033082-41549,2/10/2020,4/10/2020,First Class,Consumer,LATAM,Furniture,741.888,High
MX-2013-CV1229582-41549,2/10/2020,6/10/2020,Second Class,Consumer,LATAM,Office Supplies,118.62,High
US-2013-AS1028598-41549,2/10/2020,7/10/2020,Standard Class,Corporate,LATAM,Furniture,34.176,Medium
US-2013-TB2140098-41549,2/10/2020,7/10/2020,Standard Class,Consumer,LATAM,Furniture,51.264,Medium
US-2013-JP15460140-41549,2/10/2020,8/10/2020,Standard Class,Corporate,USCA,Office Supplies,94.85,Medium
