Order ID,Order Date,Ship Date,Ship Mode,Segment,Market,Category,Sales,Order Priority
US-2015-AH1007555-42125,1/05/2022,5/05/2022,Standard Class,Corporate,LATAM,Office Supplies,$13.25,Medium
US-2015-SC2084582-42125,1/05/2022,8/05/2022,Standard Class,Consumer,LATAM,Furniture,$97.82,Medium
US-2015-TC21475140-42125,1/05/2022,6/05/2022,Standard Class,Home Office,USCA,Office Supplies,$43.37,Medium
CA-2015-QJ19255140-42125,1/05/2022,7/05/2022,Standard Class,Corporate,USCA,Technology,$677.58,Low
US-2015-JF15490140-42125,1/05/2022,7/05/2022,Standard Class,Consumer,USCA,Office Supplies,$10.37,Medium
US-2015-NM18520140-42125,1/05/2022,3/05/2022,First Class,Consumer,USCA,Office Supplies,$5.76,High
CA-2015-QJ19255140-42125,1/05/2022,7/05/2022,Standard Class,Corporate,USCA,Office Supplies,$13.90,Low
CA-2015-DL13495140-42125,1/05/2022,6/05/2022,Second Class,Corporate,USCA,Office Supplies,$62.96,Medium
ES-2015-DK1298548-42125,1/05/2022,8/05/2022,Standard Class,Consumer,Europe,Office Supplies,$44.91,Low
IT-2015-DC1328545-42125,1/05/2022,6/05/2022,Second Class,Consumer,Europe,Furniture,$962.73,Medium
ES-2015-DK1298548-42125,1/05/2022,8/05/2022,Standard Class,Consumer,Europe,Office Supplies,$30.69,Low
ES-2015-DK1298548-42125,1/05/2022,8/05/2022,Standard Class,Consumer,Europe,Furniture,$291.65,Low
ES-2015-XP2186545-42125,1/05/2022,3/05/2022,First Class,Consumer,Europe,Office Supplies,$88.94,Medium
ES-2015-EH1418548-42125,1/05/2022,4/05/2022,First Class,Consumer,Europe,Furniture,$373.90,Critical
ES-2015-GH1441045-42125,1/05/2022,3/05/2022,Second Class,Home Office,Europe,Furniture,$71.28,Medium
ES-2015-DK1298548-42125,1/05/2022,8/05/2022,Standard Class,Consumer,Europe,Furniture,$101.40,Low
IN-2015-BF112157-42125,1/05/2022,3/05/2022,First Class,Home Office,Asia Pacific,Furniture,$85.19,High
IN-2015-PP189557-42125,1/05/2022,4/05/2022,Second Class,Home Office,Asia Pacific,Furniture,$653.13,Medium
