id,probs
0,0.925517523880575
1,0.0016916623735278688
2,0.8265782939087559
3,0.0004461036608141139
4,6.73242387337731e-05
5,0.9551564351781036
6,0.7204228196773963
7,0.17327884133707877
8,0.9128206928421349
9,0.04929965644426613
10,0.027657784271786175
11,0.024844405012701045
12,0.2066077796786636
13,0.038802775080719124
14,0.7096399459265476
15,0.5858005804378293
16,0.1564811837783921
17,0.6328327816382556
18,0.9782200950095709
19,0.934870091826271
20,0.025300328206100387
21,0.5413011725056217
22,0.938823851824747
23,0.9038877272050359
24,0.15975335175493666
25,0.00017449829170700012
26,3.3697753238523935e-05
27,0.7614268629257176
28,0.9155028366319242
29,0.9438161359992736
30,0.7910946699186057
31,0.6332768699807408
32,7.13691980164635e-07
33,0.3499754244538702
34,0.9372969568854428
35,0.6139597530293182
36,0.9837165590519595
37,0.845882562420104
38,0.8827964649244826
39,0.04635305668590776
40,0.9780502745473721
41,0.9351248677348232
42,0.10891891047316121
43,0.978074899497616
44,0.42203931127675043
45,0.729173292589405
46,0.707597237550317
47,0.7869467827090932
48,0.642940125233162
49,0.004293737461342777
50,5.597103653584138e-07
51,0.7436262511812269
52,0.4111091658311419
53,0.14009485215424045
54,0.96716569960848
55,0.8526422633240339
56,0.8005492487301538
57,0.6110591968451996
58,0.5771499211249355
59,0.19237461429291935
60,0.9891628326522288
61,0.059794154215460964
62,0.6279230018161555
63,0.7223459568591891
64,0.014786093736743012
65,0.4134331214520404
66,0.45665493702703946
67,0.09062157991097466
68,0.9472576379193286
69,0.42002942003879845
70,0.9421447496276923
71,0.10176930548053502
72,0.1439727228999162
73,0.034114417961812846
74,0.9067499816813673
75,0.41333713360419255
76,0.47020929264708355
77,0.8289520261639349
78,0.9682061823123304
79,0.7670894815632454
80,0.7735842134414508
81,0.8860678711284082
82,0.19621897782860487
83,0.8100745118991999
84,0.1100820036427334
85,0.9779797454947694
86,0.42679397730130364
87,0.0158349572070666
88,0.7866506300055677
89,0.5
90,0.0017898058875553534
91,0.5667574902289286
92,0.9837057038087716
93,0.9453044922261297
94,8.118291050222227e-05
95,0.9335937395118414
96,0.9290975345418522
97,0.5328129580188965
98,0.3420995865084843
99,0.0017966949052578899
100,0.6677896634577923
101,0.978153874248372
102,0.7235916718390043
103,0.9451907399356888
104,0.4902189755969656
105,0.06130418009559083
106,0.1505637941225564
107,0.9598131827292878
108,0.9218295899809563
109,0.9355899668390544
110,0.916268586523517
111,0.19602741651618455
112,0.10028845006314263
113,0.5859433992487558
114,0.5398823785851665
115,0.1289167187815281
116,0.8140492360830492
117,0.00011502050485575392
118,0.00023458848165645857
119,0.7794018089257327
120,0.4196857425403998
121,0.9720929319540028
122,0.052328413977699356
123,0.18861462903253626
124,0.954070956874474
125,0.8157302764132841
126,0.09996493258076627
127,0.9592235487216828
128,0.9719602101472504
129,6.2935178332952e-05
130,0.005161268242532635
131,0.947158259195969
132,0.6878959646188265
133,0.13807368277044235
134,0.8539860071958479
135,0.008649778752068089
136,0.3755348370192478
137,0.20145968716275803
138,0.012318891774854719
139,0.9589576599437135
140,0.8407131862855438
141,0.4126402916211001
142,0.9703337049969508
143,0.855254105426902
144,0.9018640749126061
145,0.9684308423784078
146,0.4054522614724184
147,0.26315136846882836
148,0.876202793137689
149,0.02530425342708631
150,0.871105899501936
151,0.8424996732078877
152,0.9747213977673962
153,0.539756756836259
154,0.0741784858943338
155,0.7303173600932831
156,0.8272332432589998
157,0.7231934381594516
158,0.031857735963383114
159,0.28348349365584
160,0.9024247164503639
161,0.0003883572166058398
162,0.0032740650819825267
163,0.879071881439832
164,0.6102525071681839
165,0.015261331057277717
166,0.9295621965911119
167,0.1885021864397862
168,0.26947089110275313
169,0.9589188775374866
170,0.3164993970463214
171,0.6723533383944288
172,0.8550709906342394
173,0.060899653563096366
174,0.13951751717166505
175,0.8928604423707045
176,0.0019780013736971427
177,0.008669716593719536
178,0.1797160761836235
179,0.03876048454018924
180,0.19160890205044404
181,0.12035466508545074
182,0.8986040359168866
183,0.9564084447458359
184,1.620858679405652e-05
185,1.7951533633312707e-05
186,0.9517061418832117
187,0.9529279366759495
188,0.06163887954799445
189,0.8274642627549211
190,0.742834030488387
191,0.7500479434827665
192,0.8493965489916302
193,0.4261220515888162
194,0.8911863661157586
195,0.6536085011074518
196,0.902091695091261
197,0.5076565215998903
198,0.6768450124969847
199,0.7759474309088892
200,0.3549514196748553
201,0.023831480961723567
202,0.7188921288979119
203,0.012213491830780465
204,0.8773741301106226
205,0.9366846616923405
206,0.1356309312336121
207,0.9620650717476815
208,0.8611728760516596
209,0.8775740801939725
210,0.09545158695331046
211,0.3158613603470395
212,0.011256592500767142
213,0.8294166392450817
214,0.36150211843072866
215,0.0026443944519005764
216,0.8898016201378253
217,0.835304770557475
218,0.1522408549258469
219,0.020159933250696052
220,0.0025666803083341442
221,0.85766900409387
222,0.9184969191137539
223,0.014167705241553495
224,0.36233205437806604
225,0.012261591652110616
226,0.07160930076204414
227,0.9915806506414699
228,0.006711565180320802
229,0.9605500421875091
230,0.10028462104762596
231,0.958433410169036
232,0.16805749211297452
233,0.5366243797973729
234,0.9312048999729409
235,0.646160906879858
236,0.1673070531120544
237,0.05289420690712254
238,0.982241105733849
239,0.8823848408755357
240,0.81956208658727
241,0.8802856428136029
242,0.9770939247279015
243,0.655436618763255
244,0.05345449619034627
245,0.8709107523708175
246,0.7792977564624834
247,0.00029510067124559157
248,0.8750953686705047
249,0.1728998165834476
250,0.11813338844455425
251,0.568493758941253
252,0.14804687315472292
253,0.8739772161796975
254,0.1472283271072061
255,0.30609466527101037
256,9.738375546182083e-05
257,0.9246098012797617
258,0.11757866000491235
259,0.9360927666822307
260,0.0027853026213769095
261,0.7784370208200143
262,0.8582174027735205
263,0.7595734487873846
264,0.7422323993413846
265,0.92575456217924
266,0.6136535246067978
267,0.9469429827215365
268,0.1242538354173994
269,0.3158496592534666
270,0.28647126085674446
271,0.9464053399853278
272,0.0012255788073422668
273,0.23847464211788177
274,0.00024697522670103926
275,0.9219152779525044
276,0.773639216245493
277,0.5563898664717454
278,0.9031922228617936
279,0.8888884201670938
280,0.9421369167745338
281,0.005409820922221467
282,0.9172100665364163
283,0.9911197770810771
284,0.0007404012765064051
285,0.912078821729016
286,0.02047987620231407
287,0.6688458982402903
288,0.5368905285587232
289,0.0012321795647482832
290,0.15453837747418336
291,0.7728510020485455
292,0.7037459578530775
293,0.021782869376807134
294,0.07919993092438016
295,0.666232524102814
296,0.29128745145334956
297,0.12337594476407436
298,0.21556609577952224
299,0.14487136967671468
300,0.13896663509307464
301,0.7238827971238476
302,0.00011784642304715563
303,0.932334249220274
304,0.6846650506482767
305,0.08430744000910538
306,0.005681788171135509
307,0.923012478291277
308,0.801547971257419
309,0.6385707903926137
310,0.5873910620724023
311,0.009991147427159976
312,0.715847304980052
313,0.4572813266260191
314,0.0003813775974691929
315,0.6541237882097519
316,0.6721651995877759
317,0.955182473654741
318,0.5649663364341612
319,0.06753671450925029
320,0.00021054328417513895
321,0.9645700026914097
322,0.7596873194114767
323,0.9698786212347993
324,0.01381280891785908
325,0.0005716202506751912
326,0.9739720069522799
327,0.006952423151165913
328,5.9660648725663874e-05
329,0.961291910313261
330,0.0031895491301731104
331,0.06668185713154635
332,0.26832021973128495
333,0.08375007670247885
334,0.7854899930595022
335,0.9878680438264753
336,0.5111541177458538
337,0.9047214719115202
338,0.5879939471185989
339,0.3297069731681588
340,0.6291267365246301
341,0.16589737381325392
342,0.9245569819247773
343,0.00186950061265139
344,0.029831424545048734
345,0.10236674521694065
346,0.1568105979314707
347,0.8403430556670197
348,4.5301780211525966e-05
349,6.263823251099672e-05
350,0.8762953810654446
351,0.7223575349079171
352,0.9445295426853089
353,0.9838817110956927
354,0.6618651993717198
355,0.33784039318754416
356,0.0005695768629506304
357,0.7617156089207103
358,0.9233612049920845
359,0.9695813892677488
360,0.947258549278178
361,0.09388016700344962
362,0.7828902420656639
363,0.1494989976966214
364,0.8947859582748082
365,0.9202215171622266
366,0.3858985353235422
367,0.723000372287736
368,0.030532081298380122
369,0.6996221972127735
370,0.2113491101582773
371,0.9320781385435035
372,0.7481623484825087
373,0.403226165224105
374,0.4466972434029272
375,0.968763832406103
376,0.9938871760023493
377,0.8354274623968803
378,0.9568124213697703
379,0.14117563854598977
380,7.3365840096663e-05
381,0.5700958896389763
382,0.03674003792692623
383,0.8374777815929432
384,0.0008514092701462782
385,0.22448138728824465
386,0.6362121644236983
387,0.791309561450947
388,0.09441573501152942
389,0.9055566678276429
390,0.4399580330961862
391,0.2899020610091471
392,0.9806062519146771
