id,probs
0,0.5580289133643022
1,0.38647983447612033
2,0.55749521980864
3,0.26699866814055745
4,0.2580811387046369
5,0.6745036855614351
6,0.3316671184175529
7,0.5636406478128785
8,0.6223910871425502
9,0.27338185423605077
10,0.2580811387046369
11,0.2580811387046369
12,0.3525048951974072
13,0.3084063880198309
14,0.44403225604698937
15,0.4820130339160964
16,0.38938914350270154
17,0.6698399701628389
18,0.5805435268235498
19,0.6839333308232278
20,0.3612852733490645
21,0.4947421138880354
22,0.7051437972431672
23,0.7140966608791869
24,0.2580811387046369
25,0.2670342885062946
26,0.2580811387046369
27,0.5192089288296429
28,0.716675725032476
29,0.7203523085013034
30,0.6337958653100592
31,0.3955571939440791
32,0.28039396418397183
33,0.2864870304889305
34,0.7140966608791869
35,0.6328022352600635
36,0.720729004534979
37,0.6146938199430448
38,0.6698399701628389
39,0.2670342885062946
40,0.708936030267529
41,0.6670476859439486
42,0.49335709094290564
43,0.6889000376237008
44,0.505546798492788
45,0.6670476859439486
46,0.3555205352649285
47,0.28097454160083907
48,0.6059010674620051
49,0.34747905762543835
50,0.2580811387046369
51,0.6252036020496388
52,0.4902425744132471
53,0.39789591364763094
54,0.716675725032476
55,0.6839333308232278
56,0.6313813350389851
57,0.5285598201492787
58,0.506803061900141
59,0.3017468533243387
60,0.7203523085013034
61,0.41658152014976485
62,0.4617789285291395
63,0.5204646232257875
64,0.4377836010801353
65,0.5495232618031725
66,0.39786679239170863
67,0.2580811387046369
68,0.5986414885906354
69,0.4221459781826536
70,0.625386710834215
71,0.5185273715023215
72,0.49335709094290564
73,0.49335709094290564
74,0.7051437972431672
75,0.45204215754901617
76,0.5553457404424503
77,0.708936030267529
78,0.6889000376237008
79,0.691586797199533
80,0.4165866958443496
81,0.6776073089098114
82,0.44368308426719844
83,0.2580811387046369
84,0.3843708816019254
85,0.6606409220813143
86,0.2580811387046369
87,0.28097454160083907
88,0.6337958653100592
89,0.2580811387046369
90,0.27338185423605077
91,0.5175555297839874
92,0.716675725032476
93,0.6839333308232278
94,0.2580811387046369
95,0.7204206768624639
96,0.7096887695537704
97,0.5367645962146688
98,0.32326833312794384
99,0.30627198752703
100,0.506803061900141
101,0.7203523085013034
102,0.6336932119220904
103,0.6754605521604463
104,0.49328953015770555
105,0.44368308426719844
106,0.44010320178132056
107,0.7051437972431672
108,0.716675725032476
109,0.716675725032476
110,0.4173569035622138
111,0.570402925251515
112,0.2580811387046369
113,0.505546798492788
114,0.4894184171582813
115,0.5142118265952872
116,0.6839333308232278
117,0.2580811387046369
118,0.2670342885062946
119,0.5983086174629202
120,0.5293950582539501
121,0.7051437972431672
122,0.2580811387046369
123,0.2580811387046369
124,0.5204646232257875
125,0.6574440524773014
126,0.5279564496799248
127,0.55749521980864
128,0.720729004534979
129,0.2580811387046369
130,0.2769979569523649
131,0.6594076387160104
132,0.35557614644448826
133,0.438689937849356
134,0.6242444843635163
135,0.26699866814055745
136,0.49335709094290564
137,0.49757461514643897
138,0.26699866814055745
139,0.7045184249607015
